,LocRfc_A,LocRfc_D,amc_A,amc_D,avg_cc_A,avg_cc_D,ca_A,ca_D,cam_A,cam_D,cbm_A,cbm_D,cbo_A,cbo_D,ce_A,ce_D,dam_A,dam_D,dit_A,dit_D,ic_A,ic_D,lcom3_A,lcom3_D,lcom_A,lcom_D,loc_A,loc_D,max_cc_A,max_cc_D,mfa_A,mfa_D,moa_A,moa_D,noc_A,noc_D,npm_A,npm_D,rfc_A,rfc_D,wmc_A,wmc_D
ant-1.7,0.126061292,0.880650117,0.275572087,0.731139322,0.275652947,0.730007277,0.392334438,0.604673728,0.845475863,0.161720708,0.505862376,0.485081265,0.185493652,0.820490014,0.15064284,0.85388534,0.421686747,0.546373413,0.478369855,0.517021105,0.50675184,0.481927711,0.470768982,0.537074472,0.183067842,0.825907657,0.127355058,0.879437212,0.199239913,0.806339452,0.600630711,0.413762432,0.238133743,0.756610334,0.440042047,0.5661842,0.1964098,0.812565699,0.12557613,0.882348185,0.147084984,0.85849438
ant-1.7,0.200518074,0.806193336,0.256564229,0.750618156,0.300129518,0.707759331,0.4827505,0.570940775,0.779229954,0.22936536,0.443423996,0.623690098,0.224655599,0.787825268,0.204050394,0.807606264,0.418462263,0.625103026,0.421641352,0.629106323,0.439185211,0.632285412,0.510891322,0.495231367,0.250088308,0.761450606,0.202519722,0.804662663,0.263157895,0.763334511,0.509596138,0.509596138,0.242434946,0.768750736,0.574355351,0.58542329,0.284940539,0.731779112,0.190274344,0.817261274,0.244672083,0.767455552
ant-1.7,0.16085115,0.846107301,0.223477209,0.782472771,0.307482856,0.696954417,0.407422348,0.599031868,0.783077854,0.223477209,0.550726099,0.47690601,0.306676079,0.69302138,0.32271077,0.678701089,0.465510286,0.557583703,0.604376765,0.423053651,0.549515934,0.47972973,0.45734167,0.547599839,0.233259379,0.782977007,0.159136749,0.848023397,0.248991529,0.761093183,0.617587737,0.408329972,0.380193626,0.640177491,0.571500605,0.527027027,0.253126261,0.751109318,0.17446551,0.830879387,0.233259379,0.774707543
ant-1.6,0.189969083,0.824115424,0.27481965,0.739264857,0.379251116,0.640329784,0.429062178,0.577808313,0.802816901,0.214015802,0.400206115,0.605633803,0.251803504,0.759532807,0.197870148,0.815870835,0.422535211,0.558914462,0.398832016,0.602885606,0.371693576,0.640673308,0.461353487,0.556853315,0.1762281,0.835795259,0.189625558,0.824115424,0.298522844,0.709721745,0.547578152,0.45860529,0.29440055,0.722775678,0.527310203,0.577808313,0.201648918,0.817588458,0.167296462,0.849879766,0.184129165,0.826520096
ant-1.6,0.193060804,0.821367228,0.271384404,0.742700103,0.290965304,0.72964617,0.347990381,0.707660598,0.755754036,0.257986946,0.632772243,0.481621436,0.202679492,0.818962556,0.262109241,0.763998626,0.504981106,0.580212985,0.628306424,0.464788732,0.641360357,0.473720371,0.451734799,0.562349708,0.223978014,0.79972518,0.196152525,0.817931982,0.270010306,0.752662315,0.680522157,0.376159395,0.454482996,0.612847819,0.607351426,0.599793885,0.22741326,0.799381656,0.178289248,0.838543456,0.214702851,0.804878049
ant-1.6,0.279428571,0.734857143,0.303428571,0.709142857,0.295428571,0.713714286,0.504571429,0.502857143,0.641714286,0.365714286,0.442857143,0.537714286,0.427428571,0.590285714,0.406857143,0.619428571,0.481714286,0.529142857,0.552,0.452,0.422285714,0.562857143,0.442857143,0.571428571,0.378857143,0.632571429,0.276571429,0.737714286,0.259428571,0.724,0.567428571,0.454857143,0.381714286,0.621142857,0.504,0.473142857,0.439428571,0.569714286,0.288,0.722857143,0.401714286,0.606857143
ant-1.6,0.197321429,0.816964286,0.393303571,0.620982143,0.304464286,0.710267857,0.317857143,0.70625,0.800892857,0.214285714,0.419642857,0.632142857,0.239732143,0.78125,0.259821429,0.769196429,0.419642857,0.620089286,0.493303571,0.521875,0.440178571,0.608035714,0.525446429,0.489732143,0.192410714,0.823214286,0.195982143,0.81875,0.275892857,0.749107143,0.615625,0.420089286,0.39375,0.619196429,0.422321429,0.609821429,0.221428571,0.798660714,0.208482143,0.809821429,0.193303571,0.825
ant-1.6,0.148148148,0.866344605,0.309178744,0.70531401,0.376167472,0.638003221,0.41610306,0.591626409,0.811916264,0.202898551,0.303381643,0.752657005,0.239935588,0.77037037,0.212238325,0.79742351,0.451851852,0.51626409,0.463123994,0.574879227,0.357165862,0.72979066,0.473429952,0.540740741,0.245088567,0.788083736,0.149436393,0.865056361,0.306280193,0.693397746,0.531400966,0.496296296,0.29726248,0.742028986,0.461191626,0.571980676,0.160064412,0.853140097,0.143639291,0.871175523,0.167793881,0.847665056
ant-1.6,0.195226917,0.81885759,0.323161189,0.691314554,0.307902973,0.710485133,0.472222222,0.548904538,0.774647887,0.240219092,0.421361502,0.603286385,0.248043818,0.771517997,0.223395931,0.791862285,0.447574335,0.585289515,0.48943662,0.541079812,0.453834116,0.5614241,0.443661972,0.570422535,0.226134585,0.79342723,0.197183099,0.816901408,0.268388106,0.730438185,0.587636933,0.436228482,0.425665102,0.611111111,0.545774648,0.467918623,0.237480438,0.784037559,0.17057903,0.843505477,0.212050078,0.796948357
ant-1.6,0.222711268,0.79181338,0.33318662,0.682658451,0.365316901,0.65096831,0.533450704,0.527728873,0.742957746,0.272447183,0.507042254,0.579225352,0.329665493,0.696742958,0.290052817,0.73415493,0.439260563,0.670774648,0.432658451,0.644806338,0.478433099,0.620598592,0.460387324,0.556778169,0.353433099,0.69278169,0.22403169,0.790492958,0.316461268,0.709507042,0.533010563,0.508362676,0.394366197,0.716989437,0.529489437,0.65625,0.285211268,0.737235915,0.21875,0.797535211,0.262323944,0.75528169
ant-1.6,0.142124542,0.872161172,0.235897436,0.778388278,0.383150183,0.630769231,0.338095238,0.680952381,0.773626374,0.23992674,0.416117216,0.563736264,0.244322344,0.766300366,0.272527473,0.741025641,0.461172161,0.533333333,0.505860806,0.482783883,0.409157509,0.565934066,0.41025641,0.604029304,0.181684982,0.829304029,0.14029304,0.873992674,0.302930403,0.693040293,0.591941392,0.394139194,0.284249084,0.668131868,0.506227106,0.483882784,0.195238095,0.813919414,0.147252747,0.868498168,0.179487179,0.832234432
ant-1.6,0.174903475,0.838996139,0.266795367,0.748262548,0.274903475,0.742084942,0.325482625,0.702702703,0.786872587,0.235135135,0.41969112,0.708494208,0.257528958,0.758687259,0.241698842,0.791119691,0.558301158,0.537065637,0.575289575,0.532818533,0.487258687,0.681853282,0.491891892,0.544787645,0.218532819,0.814285714,0.175289575,0.838996139,0.22972973,0.8,0.591891892,0.47027027,0.344401544,0.737065637,0.426640927,0.694208494,0.24980695,0.772200772,0.174903475,0.841698842,0.237065637,0.789189189
ant-1.6,0.215942029,0.798550725,0.379347826,0.635144928,0.353623188,0.664492754,0.355434783,0.648550725,0.786956522,0.224275362,0.431884058,0.559057971,0.226449275,0.777173913,0.239130435,0.77173913,0.40326087,0.542028986,0.51557971,0.483333333,0.410869565,0.589855072,0.537318841,0.473188406,0.21557971,0.797463768,0.213043478,0.801449275,0.319202899,0.69384058,0.607246377,0.392753623,0.314492754,0.634782609,0.508333333,0.547463768,0.199637681,0.817028986,0.210144928,0.806521739,0.200724638,0.813043478
ant-1.6,0.173927285,0.839829676,0.245987553,0.768096954,0.335735342,0.682607272,0.327874222,0.684572552,0.787094661,0.226989846,0.470029479,0.575827055,0.2364887,0.774647887,0.295774648,0.720602686,0.454307239,0.539469374,0.573534229,0.432034065,0.471339666,0.593842123,0.448411399,0.563707828,0.187684245,0.825417622,0.171306911,0.842777596,0.276449394,0.716017032,0.697674419,0.342286276,0.349164756,0.636095644,0.503111693,0.548313135,0.192597445,0.828693089,0.175565018,0.840484769,0.183098592,0.833606289
ant-1.6,0.226358149,0.788732394,0.325452716,0.688631791,0.301307847,0.713782696,0.476861167,0.534205231,0.692655936,0.319919517,0.475855131,0.519114688,0.304325956,0.706237425,0.3138833,0.698189135,0.399396378,0.531690141,0.594064386,0.396881288,0.469315895,0.514587525,0.479376258,0.530684105,0.24195171,0.775150905,0.224346076,0.790241449,0.283702213,0.718812877,0.657444668,0.341549296,0.413983903,0.534708249,0.465291751,0.513581489,0.310362173,0.708249497,0.23138833,0.782696177,0.255533199,0.75804829
ant-1.6,0.183673469,0.830612245,0.30170068,0.71292517,0.307823129,0.706122449,0.342517007,0.661564626,0.780272109,0.234693878,0.362244898,0.663605442,0.245238095,0.772789116,0.239455782,0.778911565,0.48877551,0.487414966,0.538435374,0.522789116,0.415986395,0.648639456,0.407142857,0.613605442,0.190816327,0.818707483,0.183673469,0.830272109,0.247619048,0.767006803,0.557142857,0.459863946,0.37585034,0.710204082,0.452040816,0.581632653,0.214285714,0.794557823,0.158503401,0.854421769,0.214965986,0.797619048
ant-1.6,0.158270677,0.856766917,0.314661654,0.70075188,0.370676692,0.647368421,0.384210526,0.652255639,0.828195489,0.187218045,0.445112782,0.665789474,0.263157895,0.761654135,0.222556391,0.802631579,0.445488722,0.672556391,0.364661654,0.728947368,0.426691729,0.686466165,0.519924812,0.495112782,0.173684211,0.845112782,0.155263158,0.859774436,0.29962406,0.708270677,0.49924812,0.57593985,0.261654135,0.771804511,0.492105263,0.666917293,0.178195489,0.837218045,0.172556391,0.844360902,0.165037594,0.854511278
ant-1.6,0.236714976,0.777777778,0.378568292,0.635924462,0.367149758,0.647342995,0.468159859,0.590250329,0.768994291,0.246815986,0.473429952,0.579710145,0.253842776,0.771190162,0.210803689,0.805884936,0.4743083,0.614404919,0.499341238,0.560825648,0.494949495,0.558629776,0.477382521,0.537988581,0.383399209,0.656126482,0.236275801,0.778216952,0.325867369,0.696530523,0.561703996,0.477821695,0.396135266,0.670619236,0.648221344,0.578831796,0.300395257,0.723320158,0.213438735,0.805884936,0.283267457,0.736056214
ant-1.6,0.245875252,0.768209256,0.389537223,0.624547284,0.402816901,0.614486922,0.526358149,0.513480885,0.761368209,0.25915493,0.385915493,0.666800805,0.265191147,0.757746479,0.216096579,0.802816901,0.430985915,0.636619718,0.412474849,0.62334004,0.392756539,0.653521127,0.534004024,0.485714286,0.342052314,0.699798793,0.246277666,0.768209256,0.340442656,0.689336016,0.510663984,0.513078471,0.428973843,0.65915493,0.575855131,0.518309859,0.273239437,0.749698189,0.235814889,0.777867203,0.255130785,0.759758551
ant-1.6,0.158802817,0.85528169,0.294014085,0.720070423,0.30528169,0.708802817,0.33415493,0.668309859,0.774295775,0.237676056,0.343661972,0.702816901,0.235915493,0.772183099,0.307746479,0.720070423,0.473943662,0.505633803,0.573591549,0.485915493,0.439788732,0.666901408,0.489084507,0.513380282,0.206338028,0.8,0.15915493,0.854929577,0.270070423,0.726408451,0.621126761,0.408450704,0.347887324,0.703169014,0.437323944,0.641549296,0.207394366,0.802464789,0.169366197,0.846830986,0.183802817,0.829577465
ant-1.6,0.205194805,0.80952381,0.258874459,0.754112554,0.281818182,0.735064935,0.315584416,0.728571429,0.753246753,0.263203463,0.629004329,0.402597403,0.273160173,0.743290043,0.301298701,0.713852814,0.608225108,0.487445887,0.621645022,0.377922078,0.627272727,0.418181818,0.387445887,0.635064935,0.214718615,0.813852814,0.2004329,0.813419913,0.238961039,0.77965368,0.67012987,0.312121212,0.445454545,0.541125541,0.583982684,0.530735931,0.257575758,0.762770563,0.225108225,0.79004329,0.267532468,0.755411255
ant-1.6,0.178231293,0.836054422,0.228231293,0.786734694,0.318027211,0.696598639,0.495238095,0.505442177,0.779251701,0.232653061,0.340816327,0.678911565,0.26292517,0.757823129,0.199659864,0.818027211,0.368707483,0.620068027,0.360544218,0.65170068,0.336734694,0.682993197,0.481632653,0.532653061,0.228911565,0.786054422,0.178231293,0.836054422,0.265306122,0.726530612,0.508503401,0.507482993,0.313265306,0.689455782,0.469727891,0.570068027,0.22755102,0.790136054,0.143537415,0.871428571,0.204761905,0.807142857
ant-1.6,0.179028133,0.836317136,0.407928389,0.60741688,0.374254049,0.637254902,0.275788576,0.716112532,0.805200341,0.20971867,0.489343564,0.579710145,0.25831202,0.75831202,0.274509804,0.735720375,0.421568627,0.55541347,0.556692242,0.487212276,0.476982097,0.588661552,0.467604433,0.542625746,0.175191816,0.840153453,0.180733163,0.834185848,0.31713555,0.678175618,0.629582268,0.426683717,0.235294118,0.726342711,0.511508951,0.571184996,0.18627451,0.826939471,0.166666667,0.850383632,0.18115942,0.832907076
ant-1.6,0.207841644,0.805100876,0.356299962,0.657784545,0.414921964,0.601827179,0.384468976,0.66501713,0.771221926,0.24590788,0.494480396,0.584697373,0.275599543,0.746478873,0.30414922,0.730491054,0.56147697,0.521126761,0.664636467,0.390178911,0.607537115,0.523030072,0.374571755,0.644461363,0.204035021,0.816520746,0.207460982,0.807004187,0.334221545,0.691282832,0.663113818,0.361629235,0.410354016,0.735439665,0.416444614,0.741530263,0.274457556,0.748382185,0.215454892,0.803197564,0.241720594,0.77502855
ant-1.6,0.238675295,0.775409212,0.275980206,0.738104301,0.30414922,0.702702703,0.40768938,0.60677579,0.691282832,0.32204035,0.325466311,0.641416064,0.268747621,0.7411496,0.250475828,0.773886563,0.377997716,0.645984012,0.397030834,0.618576323,0.31062048,0.664636467,0.550437762,0.462504758,0.310239817,0.706509326,0.236391321,0.776931861,0.266082984,0.743814237,0.478111915,0.509326228,0.397792158,0.599162543,0.469737343,0.58736201,0.266463647,0.750666159,0.23791397,0.776551199,0.283593453,0.73467834
ant-1.6,0.172619048,0.841666667,0.322619048,0.691666667,0.332936508,0.683730159,0.441666667,0.557936508,0.78968254,0.224603175,0.35,0.63968254,0.237698413,0.778968254,0.205952381,0.814285714,0.41468254,0.566269841,0.259126984,0.738888889,0.361507937,0.623015873,0.467857143,0.543253968,0.26468254,0.757142857,0.175,0.839285714,0.281746032,0.726984127,0.442063492,0.576587302,0.351984127,0.637301587,0.495238095,0.533730159,0.222619048,0.786507937,0.156746032,0.857539683,0.188492063,0.81984127
ant-1.6,0.148376623,0.865909091,0.233766234,0.780519481,0.281818182,0.73538961,0.337012987,0.659415584,0.821428571,0.191233766,0.425974026,0.624025974,0.252922078,0.757792208,0.266233766,0.751623377,0.531818182,0.463961039,0.557792208,0.487987013,0.401298701,0.643831169,0.400324675,0.612987013,0.164935065,0.846753247,0.151298701,0.863636364,0.25487013,0.740584416,0.653896104,0.381493506,0.308116883,0.68474026,0.53474026,0.478571429,0.193181818,0.827597403,0.148376623,0.870454545,0.165909091,0.848376623
ant-1.6,0.211111111,0.804347826,0.420772947,0.59468599,0.355555556,0.666666667,0.380193237,0.638647343,0.797584541,0.220289855,0.607729469,0.522222222,0.261352657,0.756521739,0.264251208,0.751690821,0.375362319,0.639130435,0.665700483,0.430917874,0.59468599,0.527536232,0.577294686,0.440096618,0.237198068,0.78647343,0.208695652,0.805797101,0.302415459,0.717391304,0.688405797,0.410628019,0.295652174,0.703864734,0.622222222,0.517391304,0.208695652,0.811111111,0.204830918,0.811111111,0.214009662,0.808695652
ant-1.5,0.148148148,0.868518519,0.312962963,0.703703704,0.474074074,0.544444444,0.581481481,0.446296296,0.861111111,0.155555556,0.255555556,0.790740741,0.216666667,0.798148148,0.127777778,0.887037037,0.311111111,0.701851852,0.312962963,0.735185185,0.227777778,0.824074074,0.533333333,0.485185185,0.168518519,0.848148148,0.15,0.868518519,0.411111111,0.618518519,0.522222222,0.509259259,0.35,0.637037037,0.507407407,0.581481481,0.133333333,0.87962963,0.124074074,0.892592593,0.142592593,0.881481481
