,LocRfc_A,LocRfc_D,amc_A,amc_D,avg_cc_A,avg_cc_D,ca_A,ca_D,cam_A,cam_D,cbm_A,cbm_D,cbo_A,cbo_D,ce_A,ce_D,dam_A,dam_D,dit_A,dit_D,ic_A,ic_D,lcom3_A,lcom3_D,lcom_A,lcom_D,loc_A,loc_D,max_cc_A,max_cc_D,mfa_A,mfa_D,moa_A,moa_D,noc_A,noc_D,npm_A,npm_D,rfc_A,rfc_D,wmc_A,wmc_D
camel-1.6,-0.09169905,0.09169905,-0.053702504,0.053702504,-0.061960276,0.061960276,-0.098445596,0.098445596,0.111938687,-0.111938687,0.009984888,-0.009984888,-0.106163644,0.106163644,-0.051003886,0.051003886,0.022722366,-0.022722366,-0.011604059,0.011604059,0.007772021,-0.007772021,-0.004371762,0.004371762,-0.070595855,0.070595855,-0.085600173,0.085600173,-0.071081606,0.071081606,-0.00296848,0.00296848,-0.058182211,0.058182211,-0.034488342,0.034488342,-0.089756045,0.089756045,-0.104274611,0.104274611,-0.10675734,0.10675734
camel-1.6,-0.110383944,0.110383944,-0.098931065,0.098931065,-0.071989529,0.071989529,-0.125599913,0.125599913,0.074116492,-0.074116492,0.001799738,-0.001799738,-0.1258726,0.1258726,-0.066426702,0.066426702,-0.057864311,0.057864311,-0.03015925,0.03015925,0.002672339,-0.002672339,0.050883508,-0.050883508,-0.08033377,0.08033377,-0.108911431,0.108911431,-0.081097295,0.081097295,0.004581152,-0.004581152,-0.04292103,0.04292103,-0.043520942,0.043520942,-0.10056719,0.10056719,-0.114637871,0.114637871,-0.112183682,0.112183682
camel-1.6,-0.06315445,0.06315445,-0.046193281,0.046193281,-0.068826353,0.068826353,-0.072589442,0.072589442,0.043630017,-0.043630017,0.015379581,-0.015379581,-0.063808901,0.063808901,-0.027814136,0.027814136,-0.042266579,0.042266579,-0.000599913,0.000599913,0.017397469,-0.017397469,0.056391798,-0.056391798,-0.036267452,0.036267452,-0.058518761,0.058518761,-0.07395288,0.07395288,0.027814136,-0.027814136,-0.047993019,0.047993019,-0.036158377,0.036158377,-0.065826789,0.065826789,-0.071825916,0.071825916,-0.051265271,0.051265271
camel-1.6,-0.156989477,0.156989477,-0.144276481,0.144276481,-0.121521286,0.121521286,-0.114096469,0.114096469,0.116019443,-0.116019443,-0.014689386,0.014689386,-0.166764596,0.166764596,-0.125420651,0.125420651,-0.054591101,0.054591101,-0.022541531,0.022541531,-0.01319374,0.01319374,0.048181187,-0.048181187,-0.079643181,0.079643181,-0.154906255,0.154906255,-0.152021794,0.152021794,0.010202446,-0.010202446,-0.087762406,0.087762406,-0.028417285,0.028417285,-0.093424497,0.093424497,-0.166871428,0.166871428,-0.122856685,0.122856685
camel-1.6,-0.053202286,0.053202286,-0.037337749,0.037337749,-0.031515411,0.031515411,-0.071844453,0.071844453,0.058597297,-0.058597297,0.041824689,-0.041824689,-0.056941403,0.056941403,-0.044228407,0.044228407,-0.043160088,0.043160088,0.009614871,-0.009614871,0.033438385,-0.033438385,0.055552588,-0.055552588,-0.041824689,0.041824689,-0.048715346,0.048715346,-0.048181187,0.048181187,0.026494311,-0.026494311,-0.030874419,0.030874419,-0.022968859,0.022968859,-0.072325196,0.072325196,-0.067037017,0.067037017,-0.072699108,0.072699108
camel-1.6,-0.119926598,0.119926598,-0.085438256,0.085438256,-0.108970207,0.108970207,-0.130127375,0.130127375,0.10470639,-0.10470639,-0.005667098,0.005667098,-0.149935233,0.149935233,-0.074319948,0.074319948,-0.041774611,0.041774611,0.001673143,-0.001673143,-0.013708981,0.013708981,0.029900691,-0.029900691,-0.068922712,0.068922712,-0.120952073,0.120952073,-0.113018135,0.113018135,0.042746114,-0.042746114,-0.080904577,0.080904577,-0.090619603,0.090619603,-0.09671848,0.09671848,-0.113557858,0.113557858,-0.10697323,0.10697323
camel-1.6,-0.036212914,0.036212914,0.01232548,-0.01232548,-0.033376963,0.033376963,-0.09904014,0.09904014,0.036103839,-0.036103839,-0.006108202,0.006108202,-0.075425393,0.075425393,-0.009107766,0.009107766,-0.01188918,0.01188918,-0.049138307,0.049138307,-0.011016579,0.011016579,0.00638089,-0.00638089,-0.028959424,0.028959424,-0.031795375,0.031795375,-0.045538831,0.045538831,-0.02530541,0.02530541,-0.014616056,0.014616056,-0.020560646,0.020560646,-0.073025742,0.073025742,-0.045102531,0.045102531,-0.061300175,0.061300175
camel-1.6,-0.064517888,0.064517888,-0.073462042,0.073462042,-0.072371291,0.072371291,-0.08627836,0.08627836,0.051210733,-0.051210733,0.051537958,-0.051537958,-0.062881763,0.062881763,-0.032613438,0.032613438,-0.024051047,0.024051047,-0.023723822,0.023723822,0.057264398,-0.057264398,0.03234075,-0.03234075,-0.026614311,0.026614311,-0.059118674,0.059118674,-0.077988656,0.077988656,0.021869546,-0.021869546,-0.032068063,0.032068063,-0.016633944,0.016633944,-0.065499564,0.065499564,-0.072807592,0.072807592,-0.064299738,0.064299738
camel-1.4,-0.103316913,0.103316913,-0.056091954,0.056091954,-0.020295567,0.020295567,-0.085254516,0.085254516,0.120722496,-0.120722496,-0.048735632,0.048735632,-0.115730706,0.115730706,-0.117569787,0.117569787,-0.029950739,0.029950739,-0.041773399,0.041773399,-0.0463711,0.0463711,0.009326765,-0.009326765,-0.109359606,0.109359606,-0.10134647,0.10134647,-0.042036125,0.042036125,-0.022660099,0.022660099,-0.04998358,0.04998358,-0.00137931,0.00137931,-0.132676519,0.132676519,-0.111724138,0.111724138,-0.129655172,0.129655172
camel-1.4,-0.080197044,0.080197044,-0.028702791,0.028702791,-0.011888342,0.011888342,-0.092151067,0.092151067,0.099638752,-0.099638752,-0.018522167,0.018522167,-0.095763547,0.095763547,-0.069490969,0.069490969,0.007422003,-0.007422003,-0.030213465,0.030213465,-0.019770115,0.019770115,0.022003284,-0.022003284,-0.032118227,0.032118227,-0.073037767,0.073037767,-0.030541872,0.030541872,-0.007422003,0.007422003,-0.051297209,0.051297209,-0.035270936,0.035270936,-0.104170772,0.104170772,-0.105944171,0.105944171,-0.096223317,0.096223317
camel-1.4,-0.096604877,0.096604877,-0.040794632,0.040794632,-0.052222444,0.052222444,-0.06830111,0.06830111,0.072752641,-0.072752641,-0.063450933,0.063450933,-0.081589263,0.081589263,-0.055876686,0.055876686,-0.000398645,0.000398645,-0.051225832,0.051225832,-0.060261777,0.060261777,-0.005581025,0.005581025,-0.107368281,0.107368281,-0.094545213,0.094545213,-0.083582486,0.083582486,-0.054348548,0.054348548,6.64E-05,-6.64E-05,-0.025313933,0.025313933,-0.111155405,0.111155405,-0.102584546,0.102584546,-0.11328151,0.11328151
camel-1.4,-0.137997475,0.137997475,-0.063783137,0.063783137,-0.077403495,0.077403495,-0.066175005,0.066175005,0.091023852,-0.091023852,-0.03547937,0.03547937,-0.068500432,0.068500432,-0.058733639,0.058733639,-0.083648927,0.083648927,-0.023054947,0.023054947,-0.034748522,0.034748522,0.039532257,-0.039532257,-0.146501894,0.146501894,-0.136070693,0.136070693,-0.085841472,0.085841472,0.014484087,-0.014484087,-0.027373596,0.027373596,-0.047372268,0.047372268,-0.145638164,0.145638164,-0.145903927,0.145903927,-0.154275463,0.154275463
camel-1.4,-0.140455784,0.140455784,-0.088764866,0.088764866,-0.107501163,0.107501163,-0.066905853,0.066905853,0.11155405,-0.11155405,-0.042189888,0.042189888,-0.095276061,0.095276061,-0.091488938,0.091488938,-0.05016278,0.05016278,-0.016145107,0.016145107,-0.032090891,0.032090891,-0.003853565,0.003853565,-0.126436782,0.126436782,-0.138063916,0.138063916,-0.139924258,0.139924258,-0.008305096,0.008305096,-0.072088233,0.072088233,-0.006245432,0.006245432,-0.144375789,0.144375789,-0.150355458,0.150355458,-0.136469338,0.136469338
camel-1.4,-0.108702791,0.108702791,-0.048472906,0.048472906,-0.027651888,0.027651888,-0.062134647,0.062134647,0.094778325,-0.094778325,-0.057668309,0.057668309,-0.094778325,0.094778325,-0.110673235,0.110673235,-0.062857143,0.062857143,-0.041050903,0.041050903,-0.061018062,0.061018062,0.040262726,-0.040262726,-0.10817734,0.10817734,-0.105221675,0.105221675,-0.088341544,0.088341544,-0.019704433,0.019704433,-0.070410509,0.070410509,-0.048998358,0.048998358,-0.135106732,0.135106732,-0.127093596,0.127093596,-0.126502463,0.126502463
camel-1.4,-0.133464696,0.133464696,-0.070935961,0.070935961,-0.061018062,0.061018062,-0.108243021,0.108243021,0.125123153,-0.125123153,-0.066995074,0.066995074,-0.153563218,0.153563218,-0.13865353,0.13865353,-0.022397373,0.022397373,-0.034154351,0.034154351,-0.062988506,0.062988506,0.013727422,-0.013727422,-0.130114943,0.130114943,-0.128538588,0.128538588,-0.073825944,0.073825944,-0.026272578,0.026272578,-0.07047619,0.07047619,-0.0127422,0.0127422,-0.151461412,0.151461412,-0.151592775,0.151592775,-0.151395731,0.151395731
camel-1.4,-0.101455053,0.101455053,-0.059265165,0.059265165,-0.055544482,0.055544482,-0.08650588,0.08650588,0.092684871,-0.092684871,-0.00604611,0.00604611,-0.080858415,0.080858415,-0.041591921,0.041591921,-0.032555976,0.032555976,-0.029034616,0.029034616,-0.001262375,0.001262375,-0.004119328,0.004119328,-0.092684871,0.092684871,-0.0985981,0.0985981,-0.078998073,0.078998073,-0.006710518,0.006710518,-0.028170886,0.028170886,0.002391868,-0.002391868,-0.111886253,0.111886253,-0.104843532,0.104843532,-0.116404226,0.116404226
camel-1.4,-0.05534516,0.05534516,-0.027838682,0.027838682,-0.005913228,0.005913228,-0.052156003,0.052156003,0.042987177,-0.042987177,-0.02856953,0.02856953,-0.041459039,0.041459039,-0.036409541,0.036409541,0.032622417,-0.032622417,-0.009434589,0.009434589,-0.022789183,0.022789183,-0.038668527,0.038668527,-0.060128895,0.060128895,-0.050694306,0.050694306,-0.032688858,0.032688858,-0.017673244,0.017673244,0.007972892,-0.007972892,-0.018669856,0.018669856,-0.06830111,0.06830111,-0.063849578,0.063849578,-0.061059066,0.061059066
camel-1.4,-0.150421899,0.150421899,-0.074480101,0.074480101,-0.11507541,0.11507541,-0.07095874,0.07095874,0.142316125,-0.142316125,-0.049431931,0.049431931,-0.090758089,0.090758089,-0.07182247,0.07182247,-0.063916019,0.063916019,-0.047770912,0.047770912,-0.042189888,0.042189888,0.034748522,-0.034748522,-0.128629327,0.128629327,-0.148893761,0.148893761,-0.104577769,0.104577769,-0.022058335,0.022058335,-0.043319381,0.043319381,-0.037472593,0.037472593,-0.166035479,0.166035479,-0.153743937,0.153743937,-0.165371072,0.165371072
camel-1.4,-0.072577997,0.072577997,-0.071461412,0.071461412,-0.024499179,0.024499179,-0.088013136,0.088013136,0.062134647,-0.062134647,-0.013267652,0.013267652,-0.087224959,0.087224959,-0.070804598,0.070804598,0.015172414,-0.015172414,-0.005320197,0.005320197,-0.013070608,0.013070608,-0.024302135,0.024302135,-0.037963875,0.037963875,-0.069228243,0.069228243,-0.029359606,0.029359606,-0.01589491,0.01589491,-0.03862069,0.03862069,0.00545156,-0.00545156,-0.051691297,0.051691297,-0.087881773,0.087881773,-0.05635468,0.05635468
camel-1.4,-0.096945813,0.096945813,-0.051231527,0.051231527,-0.032380952,0.032380952,-0.056683087,0.056683087,0.101937603,-0.101937603,-0.066535304,0.066535304,-0.11546798,0.11546798,-0.103711002,0.103711002,-0.037569787,0.037569787,-0.081642036,0.081642036,-0.068965517,0.068965517,0.013267652,-0.013267652,-0.100295567,0.100295567,-0.093924466,0.093924466,-0.073957307,0.073957307,-0.057011494,0.057011494,-0.046765189,0.046765189,-0.020689655,0.020689655,-0.111198686,0.111198686,-0.10771757,0.10771757,-0.111658456,0.111658456
camel-1.4,-0.142316125,0.142316125,-0.070427214,0.070427214,-0.084246894,0.084246894,-0.107634044,0.107634044,0.123446947,-0.123446947,-0.017606804,0.017606804,-0.091223175,0.091223175,-0.070294333,0.070294333,-0.064646867,0.064646867,0.011162049,-0.011162049,-0.014284765,0.014284765,0.029101056,-0.029101056,-0.125240848,0.125240848,-0.138728324,0.138728324,-0.114543884,0.114543884,0.045379045,-0.045379045,-0.072951963,0.072951963,-0.041459039,0.041459039,-0.157996146,0.157996146,-0.154674108,0.154674108,-0.155803601,0.155803601
camel-1.4,-0.12544017,0.12544017,-0.062188559,0.062188559,-0.07354993,0.07354993,-0.064115341,0.064115341,0.110424557,-0.110424557,-0.044847518,0.044847518,-0.092751312,0.092751312,-0.086240117,0.086240117,-0.024848847,0.024848847,-0.004783735,0.004783735,-0.037937679,0.037937679,0.008903063,-0.008903063,-0.133545944,0.133545944,-0.123779151,0.123779151,-0.080194007,0.080194007,0.005913228,-0.005913228,-0.007640688,0.007640688,-0.011361371,0.011361371,-0.14616969,0.14616969,-0.131951365,0.131951365,-0.145040197,0.145040197
camel-1.4,-0.118796093,0.118796093,-0.026443426,0.026443426,-0.051425154,0.051425154,-0.060128895,0.060128895,0.106770314,-0.106770314,-0.067836024,0.067836024,-0.072486878,0.072486878,-0.065975683,0.065975683,-0.040927513,0.040927513,-0.084977742,0.084977742,-0.061059066,0.061059066,0.026974952,-0.026974952,-0.126702545,0.126702545,-0.116271344,0.116271344,-0.081124178,0.081124178,-0.073616371,0.073616371,-0.039598698,0.039598698,-0.047837353,0.047837353,-0.164241579,0.164241579,-0.124244236,0.124244236,-0.152016477,0.152016477
camel-1.4,-0.136091954,0.136091954,-0.075336617,0.075336617,-0.057668309,0.057668309,-0.088472906,0.088472906,0.103382594,-0.103382594,-0.070082102,0.070082102,-0.093793103,0.093793103,-0.079802956,0.079802956,-0.05589491,0.05589491,-0.103382594,0.103382594,-0.068374384,0.068374384,0.034154351,-0.034154351,-0.117569787,0.117569787,-0.134581281,0.134581281,-0.08591133,0.08591133,-0.071264368,0.071264368,-0.08453202,0.08453202,-0.047487685,0.047487685,-0.130968801,0.130968801,-0.138522167,0.138522167,-0.128866995,0.128866995
camel-1.4,-0.175303777,0.175303777,-0.071527094,0.071527094,-0.098981938,0.098981938,-0.114417077,0.114417077,0.180952381,-0.180952381,-0.051625616,0.051625616,-0.156847291,0.156847291,-0.129720854,0.129720854,-0.06863711,0.06863711,-0.060952381,0.060952381,-0.046568144,0.046568144,0.019376026,-0.019376026,-0.174187192,0.174187192,-0.171165846,0.171165846,-0.11546798,0.11546798,-0.041970443,0.041970443,-0.063711002,0.063711002,-0.045779967,0.045779967,-0.212216749,0.212216749,-0.190344828,0.190344828,-0.206765189,0.206765189
camel-1.4,-0.081589263,0.081589263,-0.022124776,0.022124776,-0.071556707,0.071556707,-0.043053618,0.043053618,0.095541824,-0.095541824,-0.053285496,0.053285496,-0.085708591,0.085708591,-0.085243505,0.085243505,-0.004916617,0.004916617,-0.019134941,0.019134941,-0.046508538,0.046508538,-0.006511195,0.006511195,-0.098332337,0.098332337,-0.074745864,0.074745864,-0.091754701,0.091754701,0.001594578,-0.001594578,-0.011826457,0.011826457,-0.008770181,0.008770181,-0.14703342,0.14703342,-0.099993356,0.099993356,-0.121785928,0.121785928
camel-1.4,-0.066440768,0.066440768,-0.050494984,0.050494984,0.019334264,-0.019334264,-0.081855026,0.081855026,0.07354993,-0.07354993,-0.014550528,0.014550528,-0.049232609,0.049232609,-0.014351206,0.014351206,-0.015281377,0.015281377,-0.011826457,0.011826457,-0.013354594,0.013354594,0.009833234,-0.009833234,-0.031094279,0.031094279,-0.065643479,0.065643479,-0.01820477,0.01820477,-0.010962727,0.010962727,-0.008172214,0.008172214,-0.010696964,0.010696964,-0.084844861,0.084844861,-0.073483489,0.073483489,-0.07700485,0.07700485
camel-1.4,-0.088565544,0.088565544,-0.063450933,0.063450933,-0.050760747,0.050760747,-0.045711248,0.045711248,0.03116072,-0.03116072,-0.020596638,0.020596638,-0.069497043,0.069497043,-0.077204172,0.077204172,-0.007707129,0.007707129,0.031692246,-0.031692246,-0.020131553,0.020131553,-0.003654242,0.003654242,-0.084047572,0.084047572,-0.086306558,0.086306558,-0.064248223,0.064248223,0.029831905,-0.029831905,-0.026709189,0.026709189,6.64E-05,-6.64E-05,-0.057670587,0.057670587,-0.093947246,0.093947246,-0.077270613,0.077270613
camel-1.4,-0.119408867,0.119408867,-0.069950739,0.069950739,-0.059638752,0.059638752,-0.111395731,0.111395731,0.1408867,-0.1408867,0.003678161,-0.003678161,-0.095697865,0.095697865,-0.06679803,0.06679803,-0.043415435,0.043415435,-0.001576355,0.001576355,0.005320197,-0.005320197,0.01589491,-0.01589491,-0.099573071,0.099573071,-0.115533662,0.115533662,-0.082889984,0.082889984,0.022988506,-0.022988506,-0.053858785,0.053858785,-0.032577997,0.032577997,-0.14364532,0.14364532,-0.131494253,0.131494253,-0.146403941,0.146403941
camel-1.4,-0.109031199,0.109031199,-0.056091954,0.056091954,-0.039474548,0.039474548,-0.054581281,0.054581281,0.112118227,-0.112118227,-0.055697865,0.055697865,-0.082627258,0.082627258,-0.087487685,0.087487685,-0.004334975,0.004334975,-0.027192118,0.027192118,-0.056026273,0.056026273,-0.013136289,0.013136289,-0.104630542,0.104630542,-0.102068966,0.102068966,-0.0672578,0.0672578,-0.004400657,0.004400657,-0.001707718,0.001707718,-0.015763547,0.015763547,-0.139441708,0.139441708,-0.137931034,0.137931034,-0.135172414,0.135172414
camel-1.4,-0.122184572,0.122184572,-0.078998073,0.078998073,-0.066772972,0.066772972,-0.081389941,0.081389941,0.106105907,-0.106105907,-0.025513255,0.025513255,-0.119992027,0.119992027,-0.120390672,0.120390672,-0.060660421,0.060660421,-0.029566142,0.029566142,-0.023652913,0.023652913,0.02159325,-0.02159325,-0.106770314,0.106770314,-0.121387283,0.121387283,-0.087103847,0.087103847,-0.006843399,0.006843399,-0.094478772,0.094478772,-0.003521361,0.003521361,-0.124509999,0.124509999,-0.130157465,0.130157465,-0.112351339,0.112351339
camel-1.4,-0.118397449,0.118397449,-0.023187828,0.023187828,-0.06052754,0.06052754,-0.094877417,0.094877417,0.077469936,-0.077469936,-0.084711979,0.084711979,-0.121453724,0.121453724,-0.084645539,0.084645539,-0.039930902,0.039930902,-0.041126835,0.041126835,-0.078532988,0.078532988,0.025446814,-0.025446814,-0.144575111,0.144575111,-0.114543884,0.114543884,-0.06491263,0.06491263,-0.032821739,0.032821739,-0.002657631,0.002657631,-0.043585144,0.043585144,-0.150886984,0.150886984,-0.131552721,0.131552721,-0.15048834,0.15048834
camel-1.4,-0.080659092,0.080659092,-0.051624477,0.051624477,-0.037073949,0.037073949,-0.035545811,0.035545811,0.058999402,-0.058999402,-0.046109893,0.046109893,-0.039399375,0.039399375,-0.037871238,0.037871238,-0.00431865,0.00431865,-0.06491263,0.06491263,-0.041990565,0.041990565,-0.008172214,0.008172214,-0.068832636,0.068832636,-0.080194007,0.080194007,-0.073749253,0.073749253,-0.068699754,0.068699754,-0.051624477,0.051624477,-0.021061723,0.021061723,-0.085575709,0.085575709,-0.074878746,0.074878746,-0.090359445,0.090359445
camel-1.2,-0.044515527,0.044515527,-0.0019992,0.0019992,-0.057710249,0.057710249,-0.048780488,0.048780488,0.037318406,-0.037318406,-0.045848327,0.045848327,-0.104091697,0.104091697,-0.12435026,0.12435026,0.049713448,-0.049713448,0.011995202,-0.011995202,-0.044782087,0.044782087,-0.071571371,0.071571371,-0.109023057,0.109023057,-0.044115687,0.044115687,-0.077435692,0.077435692,-0.012128482,0.012128482,-0.068372651,0.068372651,-0.041583367,0.041583367,-0.072371052,0.072371052,-0.048247368,0.048247368,-0.06090897,0.06090897
camel-1.2,-0.147947433,0.147947433,-0.087115567,0.087115567,-0.192927788,0.192927788,-0.112044438,0.112044438,0.120173418,-0.120173418,-0.058122206,0.058122206,-0.158650589,0.158650589,-0.13697331,0.13697331,-0.047825498,0.047825498,-0.01625796,0.01625796,-0.058528655,0.058528655,0.026825633,-0.026825633,-0.139276521,0.139276521,-0.143070045,0.143070045,-0.170844059,0.170844059,0.019509552,-0.019509552,-0.120850833,0.120850833,-0.071128573,0.071128573,-0.153637718,0.153637718,-0.157024793,0.157024793,-0.14510229,0.14510229
camel-1.2,-0.163360882,0.163360882,-0.117355372,0.117355372,-0.108539945,0.108539945,-0.066115702,0.066115702,0.124242424,-0.124242424,0.009504132,-0.009504132,-0.134435262,0.134435262,-0.135261708,0.135261708,-0.046694215,0.046694215,0.049311295,-0.049311295,0.020247934,-0.020247934,0.063636364,-0.063636364,-0.122176309,0.122176309,-0.160055096,0.160055096,-0.129752066,0.129752066,0.041597796,-0.041597796,-0.127961433,0.127961433,-0.015013774,0.015013774,-0.171763085,0.171763085,-0.172038567,0.172038567,-0.156749311,0.156749311
camel-1.2,-0.019559229,0.019559229,-0.032231405,0.032231405,-0.061707989,0.061707989,-0.102341598,0.102341598,0.044077135,-0.044077135,-0.011157025,0.011157025,-0.059090909,0.059090909,0.006887052,-0.006887052,0.06969697,-0.06969697,-0.019008264,0.019008264,0.011019284,-0.011019284,-0.081818182,0.081818182,-0.063360882,0.063360882,-0.010881543,0.010881543,-0.053856749,0.053856749,-0.036914601,0.036914601,0.024517906,-0.024517906,-0.020110193,0.020110193,-0.067217631,0.067217631,-0.049862259,0.049862259,-0.027134986,0.027134986
camel-1.2,-0.09862259,0.09862259,-0.021487603,0.021487603,-0.067906336,0.067906336,-0.151652893,0.151652893,0.086914601,-0.086914601,-0.069834711,0.069834711,-0.059504132,0.059504132,-0.029889807,0.029889807,-0.004545455,0.004545455,0.009917355,-0.009917355,-0.040358127,0.040358127,-0.015426997,0.015426997,-0.145730028,0.145730028,-0.095179063,0.095179063,-0.093526171,0.093526171,-0.025068871,0.025068871,-0.028787879,0.028787879,0.00261708,-0.00261708,-0.230716253,0.230716253,-0.118870523,0.118870523,-0.160743802,0.160743802
camel-1.2,-0.047847528,0.047847528,0.024923364,-0.024923364,-0.075969612,0.075969612,-0.117686259,0.117686259,0.037185126,-0.037185126,-0.009462882,0.009462882,-0.100093296,0.100093296,-0.06544049,0.06544049,0.042916167,-0.042916167,0.006797281,-0.006797281,0.004798081,-0.004798081,-0.052245768,0.052245768,-0.133146741,0.133146741,-0.043582567,0.043582567,-0.037185126,0.037185126,0.005331201,-0.005331201,-0.088631214,0.088631214,-0.059043049,0.059043049,-0.136345462,0.136345462,-0.069972011,0.069972011,-0.093029455,0.093029455
camel-1.2,-0.106083187,0.106083187,-0.133857201,0.133857201,-0.078309172,0.078309172,-0.090909091,0.090909091,0.063541526,-0.063541526,-0.009077361,0.009077361,-0.065167322,0.065167322,-0.067470532,0.067470532,-0.0135483,0.0135483,-0.011651538,0.011651538,-0.010703157,0.010703157,0.024657905,-0.024657905,-0.048096464,0.048096464,-0.106896085,0.106896085,-0.095650996,0.095650996,0.007451565,-0.007451565,-0.07099309,0.07099309,-0.024386939,0.024386939,-0.01761279,0.01761279,-0.116379894,0.116379894,-0.053515784,0.053515784
camel-1.2,-0.101928375,0.101928375,-0.058539945,0.058539945,-0.189393939,0.189393939,-0.112396694,0.112396694,0.081267218,-0.081267218,0.06969697,-0.06969697,-0.101790634,0.101790634,-0.04600551,0.04600551,0.025619835,-0.025619835,0.092699725,-0.092699725,0.066391185,-0.066391185,-0.022176309,0.022176309,-0.128512397,0.128512397,-0.098209366,0.098209366,-0.148760331,0.148760331,0.084710744,-0.084710744,0.000413223,-0.000413223,-0.053030303,0.053030303,-0.16707989,0.16707989,-0.111707989,0.111707989,-0.120936639,0.120936639
camel-1.2,-0.170661157,0.170661157,-0.10261708,0.10261708,-0.05523416,0.05523416,-0.094903581,0.094903581,0.147107438,-0.147107438,-0.088842975,0.088842975,-0.129063361,0.129063361,-0.138980716,0.138980716,-0.02369146,0.02369146,-0.071349862,0.071349862,-0.068870523,0.068870523,0.00261708,-0.00261708,-0.146969697,0.146969697,-0.162809917,0.162809917,-0.113774105,0.113774105,-0.101515152,0.101515152,-0.053581267,0.053581267,-0.013360882,0.013360882,-0.19338843,0.19338843,-0.18292011,0.18292011,-0.15922865,0.15922865
camel-1.2,-0.064738292,0.064738292,0.011019284,-0.011019284,-0.099586777,0.099586777,-0.07107438,0.07107438,0.081818182,-0.081818182,-0.136088154,0.136088154,-0.106198347,0.106198347,-0.07369146,0.07369146,-0.019421488,0.019421488,0.002341598,-0.002341598,-0.110055096,0.110055096,-0.030853994,0.030853994,-0.123553719,0.123553719,-0.060881543,0.060881543,-0.12369146,0.12369146,-0.023553719,0.023553719,-0.093663912,0.093663912,-0.002066116,0.002066116,-0.152754821,0.152754821,-0.070247934,0.070247934,-0.12231405,0.12231405
camel-1.2,-0.116220179,0.116220179,-0.067039851,0.067039851,-0.133146741,0.133146741,-0.134346261,0.134346261,0.12794882,-0.12794882,-0.004798081,0.004798081,-0.153805145,0.153805145,-0.100359856,0.100359856,0.00186592,-0.00186592,0.019858723,-0.019858723,-0.007197121,0.007197121,-0.010662402,0.010662402,-0.151539384,0.151539384,-0.114220978,0.114220978,-0.158869785,0.158869785,0.011195522,-0.011195522,-0.090363854,0.090363854,-0.040383846,0.040383846,-0.160602426,0.160602426,-0.1274157,0.1274157,-0.130081301,0.130081301
camel-1.2,-0.108928329,0.108928329,-0.087115567,0.087115567,-0.079934968,0.079934968,-0.063677009,0.063677009,0.115431513,-0.115431513,-0.047690015,0.047690015,-0.09131554,0.09131554,-0.101070316,0.101070316,0.028586912,-0.028586912,-0.017341824,0.017341824,-0.025741769,0.025741769,-0.007587048,0.007587048,-0.121257282,0.121257282,-0.108792846,0.108792846,-0.108521881,0.108521881,-0.039696518,0.039696518,-0.031567538,0.031567538,-0.02669015,0.02669015,-0.141579732,0.141579732,-0.12477984,0.12477984,-0.098767105,0.098767105
camel-1.2,-0.137190083,0.137190083,-0.049449036,0.049449036,-0.060743802,0.060743802,-0.100413223,0.100413223,0.13677686,-0.13677686,-0.077272727,0.077272727,-0.11446281,0.11446281,-0.12369146,0.12369146,-0.010743802,0.010743802,-0.017906336,0.017906336,-0.049035813,0.049035813,0.000275482,-0.000275482,-0.124655647,0.124655647,-0.135812672,0.135812672,-0.090082645,0.090082645,-0.056060606,0.056060606,-0.128787879,0.128787879,-0.017217631,0.017217631,-0.177823691,0.177823691,-0.149035813,0.149035813,-0.162672176,0.162672176
camel-1.2,-0.071625344,0.071625344,-0.026584022,0.026584022,-0.098209366,0.098209366,-0.136088154,0.136088154,0.010330579,-0.010330579,-0.013636364,0.013636364,-0.127272727,0.127272727,-0.078787879,0.078787879,0.041460055,-0.041460055,-0.004958678,0.004958678,-0.008126722,0.008126722,-0.093663912,0.093663912,-0.130027548,0.130027548,-0.067217631,0.067217631,-0.06322314,0.06322314,0.009090909,-0.009090909,-0.038705234,0.038705234,-0.061570248,0.061570248,-0.111294766,0.111294766,-0.085674931,0.085674931,-0.086501377,0.086501377
camel-1.2,-0.055371901,0.055371901,-0.022451791,0.022451791,-0.109090909,0.109090909,-0.045867769,0.045867769,0.018595041,-0.018595041,-0.024793388,0.024793388,-0.026170799,0.026170799,-0.00399449,0.00399449,-0.041735537,0.041735537,0.065013774,-0.065013774,-0.016942149,0.016942149,0.032506887,-0.032506887,-0.051101928,0.051101928,-0.050137741,0.050137741,-0.083195592,0.083195592,0.061432507,-0.061432507,-0.021487603,0.021487603,-0.005096419,0.005096419,-0.087327824,0.087327824,-0.070523416,0.070523416,-0.067355372,0.067355372
camel-1.2,-0.12701586,0.12701586,-0.038651206,0.038651206,-0.143542583,0.143542583,-0.168999067,0.168999067,0.146741303,-0.146741303,-0.055844329,0.055844329,-0.150073304,0.150073304,-0.102625616,0.102625616,0.00106624,-0.00106624,0.018925763,-0.018925763,-0.038384646,0.038384646,-0.017992803,0.017992803,-0.165400506,0.165400506,-0.116886579,0.116886579,-0.142609623,0.142609623,0.003198721,-0.003198721,-0.045581767,0.045581767,-0.019858723,0.019858723,-0.173930428,0.173930428,-0.146741303,0.146741303,-0.171531387,0.171531387
