,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
DTR,18,5,3.764503419,15,3,4.389569509,18,5,1.379573451,16,6,3.09989234,11,6,2.145731439,14,2,1.544527162,8,2,2.202847133,12,3,2.990027947,11,2,0.246651351,15,5,1.532619201,18,6,3.00991106,13,3,2.66273441,4,0,3.080405463,20,3,2.120391279,14,3,3.211993149
DTR,4,4,0.77808889,4,5,2.114914198,2,1,0.18227289,2,2,1.434081295,1,1,2.058592368,7,3,3.019685228,18,3,4.834790346,14,6,3.011273643,20,1,1.114361362,15,0,0.356706648,19,4,3.11061511,5,5,2.267681754,12,4,2.097084878,9,3,2.726098495,9,3,1.912491079
DTR,2,0,3.515272736,3,2,2.287140388,17,2,0.4110795,16,6,3.04579633,13,1,1.649823671,17,3,1.1324163,16,6,3.217532834,17,2,4.949850367,19,6,1.404461688,14,2,1.040727139,17,6,0.461338237,20,6,2.210738473,1,3,3.057661728,12,5,2.448036203,10,4,2.675059651
DTR,13,3,0.191052586,17,3,2.774204596,10,4,0.70620177,6,5,2.499128943,4,5,2.183030996,7,0,1.286893223,19,0,0.874955057,19,3,4.847865045,10,6,0.117491075,5,1,1.665626266,3,6,4.267283787,15,4,1.095659805,12,2,0.996466348,2,0,4.166850819,19,5,4.595108495
DTR,15,4,1.754669639,8,5,4.360815893,12,1,1.319267762,15,3,0.338606397,2,4,1.022658764,18,3,2.704091808,4,4,4.873484884,12,4,0.938530163,19,0,2.55502194,14,6,3.822544661,3,6,2.930457383,19,5,4.309471015,10,6,3.412944837,13,2,4.33568807,20,4,3.963770175
DTR,14,4,2.445317034,5,6,0.52373479,4,0,1.556858504,9,5,3.991560727,4,4,1.529062355,14,0,2.75703472,16,2,1.065969884,13,1,2.414592959,17,6,1.865809091,9,4,3.622301837,14,2,2.952944855,11,6,2.728440841,11,1,1.952053936,9,3,4.343912663,15,6,2.710892305
DTR,17,6,2.065952233,19,4,4.56258758,4,6,2.893487398,20,4,1.036060184,10,4,3.542427789,4,5,3.184738012,2,6,4.998861649,13,4,4.467413034,7,3,0.23723441,8,2,2.566553935,4,1,0.633662841,2,0,2.816692063,1,0,2.551250027,4,4,1.551020014,8,6,1.364485041
NNR,15,2,1.75582308,5,2,1.624953542,18,4,4.633601891,20,6,3.189044403,13,4,0.785566917,14,0,2.169108861,17,6,4.147653344,14,5,2.846876237,17,5,1.595252995,13,6,0.705026124,17,3,1.85877594,4,2,2.198227742,9,3,1.594857764,1,3,3.92139849,9,6,2.07089171
NNR,2,0,3.585045793,17,3,4.887952331,7,3,2.704819686,12,5,1.534700017,15,6,3.941330963,6,3,3.507987118,8,5,4.535107368,18,6,1.904025805,15,1,0.762017106,15,3,0.869362361,17,5,2.590211024,13,6,3.355325371,15,3,2.291533851,17,3,0.166847799,18,4,2.161639008
NNR,4,4,0.103578729,3,6,1.773029845,6,6,4.00342194,10,3,3.545552629,20,6,0.645052878,4,4,1.369189791,16,3,2.638922805,13,3,1.420769299,2,5,1.058845798,16,2,0.687082692,10,1,1.753914126,16,4,1.425416192,14,3,4.14572617,12,0,2.521448605,18,4,0.143389559
NNR,19,2,3.739773124,10,5,2.813220029,8,3,1.672183483,8,4,2.113266229,4,6,3.221951801,9,5,1.852941269,11,5,3.046376706,20,3,1.08328913,5,4,2.693833698,2,4,0.306495239,19,5,3.239783247,14,1,4.069390411,14,6,2.683423311,20,4,1.423091088,13,6,0.52795763
NNR,19,3,3.645461135,20,4,4.152467559,14,0,3.039618109,11,3,0.934984809,17,2,1.965969279,12,6,3.166125,8,6,0.59958499,13,6,1.734675697,20,5,1.558966796,5,1,2.645326249,5,0,2.209618877,9,1,2.682757006,6,2,3.943185266,14,5,1.743906396,14,5,4.596704419
NNR,18,1,3.832681246,20,5,1.559099252,13,5,0.95517981,14,4,3.32287433,15,5,1.086016637,15,6,4.031760159,18,2,1.691201895,11,4,1.399966462,16,5,1.732181093,6,3,2.287775892,13,1,0.727748263,6,6,4.697757907,11,4,0.554563122,6,2,3.64749065,5,5,0.656722432
NNR,20,6,3.04748255,12,2,2.769483804,9,2,4.411991496,11,4,1.811310483,9,5,1.215594206,7,4,4.138305109,13,2,4.135890132,19,3,1.418073257,17,2,3.676723032,20,6,1.641230213,18,6,3.274443785,13,3,1.348960904,18,6,4.594213188,9,0,2.45586456,14,5,4.436806941
NNR,10,5,0.514758554,8,1,3.357117147,16,4,0.777407489,18,6,2.461469791,5,3,3.457378839,9,4,2.817121769,5,4,2.676283105,8,4,2.436903071,20,5,4.934438054,20,3,0.940407968,17,4,2.155050043,20,3,4.521501155,20,2,0.197625254,9,3,0.397950073,17,5,3.713009533
NNR,13,5,3.910290088,11,2,1.466778358,12,0,2.129947595,4,6,4.760418135,13,2,1.093739641,16,2,4.326972786,11,6,4.004243696,18,3,3.563112892,4,2,1.019044777,2,2,1.759006342,7,4,2.718056963,2,5,1.482732419,20,1,1.630712995,7,2,3.128651052,17,1,1.793595215
NNR,18,4,4.695855819,19,2,0.504854198,14,0,4.761050247,16,5,0.97419268,7,5,4.805359682,5,5,3.586647747,6,2,3.070895338,16,3,1.211947816,18,3,0.576399448,19,5,4.944546997,12,4,2.970603897,15,4,1.451437171,18,1,1.871353792,13,0,2.344297213,17,5,0.136711344
NNR,4,5,0.66948952,14,6,3.099456747,14,2,3.846405722,15,6,0.227259916,16,6,2.143381237,16,0,1.024717635,12,3,0.990387839,19,4,2.092607427,11,6,0.828387989,8,3,1.640133095,11,5,1.464105217,9,2,1.76652901,1,1,0.596651754,20,0,4.182347018,10,6,4.471118876
NNR,5,5,2.719579803,14,5,3.51672851,4,5,1.025010588,17,2,4.774658201,16,5,3.789040147,6,3,4.069378859,2,5,1.689076656,16,3,1.160638334,18,6,4.059557774,16,2,2.665286388,19,1,4.457364086,19,5,4.778394053,6,3,4.101881712,20,1,3.704868748,11,5,2.557097996
NNR,12,5,2.46939542,19,2,4.709592042,7,4,1.636859852,15,5,1.281061374,16,6,0.941532168,20,0,2.668902709,5,3,2.516383659,19,3,1.474820709,7,1,2.748815864,16,5,2.182413236,4,1,2.53928808,6,4,2.760744954,14,6,3.640022961,5,0,2.099386687,13,6,4.134975113
NNR,15,5,0.462373862,3,5,2.945007056,19,4,3.555552098,8,6,1.057488812,17,6,0.603581202,8,5,1.317683687,6,5,1.151747069,17,3,1.550237233,4,4,0.377142265,8,5,2.573363862,16,3,4.859740053,19,2,2.873630605,12,2,1.068846832,7,2,4.019157978,7,4,2.32648313
NNR,13,5,0.946770782,7,1,2.214910805,5,3,1.665860307,17,2,1.796458558,11,3,2.532485316,10,4,1.606202501,11,5,3.425488752,17,5,2.927358163,17,6,0.812949879,11,5,0.532031036,18,4,2.046609125,20,5,1.855826834,12,1,3.345089093,6,1,1.682179204,19,6,0.220432457
NNR,8,1,0.902001132,8,3,0.28074268,5,4,2.632756763,13,6,0.503061872,16,5,4.565057974,6,1,0.286483685,12,4,3.239755152,7,4,1.748546436,13,6,3.927691846,15,1,4.792628763,15,5,3.180317192,7,6,1.791125564,11,6,1.364205494,12,2,4.957284789,11,5,4.282688018
NNR,15,6,0.378182494,9,6,3.297983572,5,6,3.974736537,6,6,2.449721788,18,6,3.223958694,2,0,2.379904417,11,4,1.7803464,9,5,4.988582729,15,1,0.695633578,9,4,2.240863557,16,5,1.414578903,13,3,0.158115993,18,2,4.481948781,15,1,4.004862182,13,4,1.369165346
NNR,14,5,3.766342302,16,5,4.475259996,6,1,2.993507456,8,6,1.564988896,10,6,1.997205027,12,2,3.774950965,19,1,1.06278352,5,2,2.525155335,3,2,0.684625366,2,1,3.533672082,6,5,4.590924129,20,6,2.377017375,11,5,0.932680857,19,5,3.400885628,10,6,3.111109273
NNR,10,2,2.318661912,8,5,0.61873161,17,4,3.426903083,11,3,3.231780365,4,5,0.990592681,18,0,3.819618029,18,2,1.965285156,17,5,1.326045193,18,3,4.062988454,6,2,2.460525896,12,5,1.307366401,14,1,0.384255693,1,5,2.289182926,19,4,3.366068924,7,3,1.510184594
NNR,8,4,0.915571608,20,2,4.763467874,15,5,2.663590174,7,5,4.68813746,11,5,1.073938593,10,2,3.115855102,17,5,3.860726284,17,3,1.044121609,15,3,3.334490383,16,5,4.811338034,13,2,0.407476282,11,3,3.097567844,11,4,1.229395056,3,2,2.466480412,6,4,1.322664151
NNR,18,4,2.079535973,17,4,1.772210604,7,4,0.583088822,8,5,4.631405533,20,6,3.957593631,8,6,3.158568536,5,4,3.703755315,13,4,1.166550212,18,6,3.712014776,11,2,0.86540857,16,6,2.507851988,18,4,3.089319649,11,5,2.523535201,20,4,1.321538602,11,5,0.208940726
NNR,15,5,3.168335208,18,5,1.479189065,12,6,4.617922554,9,5,2.846581582,16,6,3.174646858,7,6,1.473291105,11,5,2.880799369,20,5,2.967638791,19,6,3.88572964,19,3,4.042005205,18,4,0.738090628,15,1,1.029681352,17,5,4.958726511,7,3,0.174810463,18,2,1.232551965
NNR,20,5,3.263344676,7,6,1.095065908,2,1,1.918054539,7,6,0.196113525,13,6,1.942404571,13,1,0.519253295,14,4,1.57948548,13,2,0.172613554,15,4,3.366394694,6,2,2.030917735,9,5,0.939093404,11,5,0.576642869,13,4,2.162418569,20,2,1.110518946,19,2,2.220774967
NNR,14,5,3.966846059,14,2,2.213901598,9,3,2.719279712,10,3,2.588027708,19,2,1.080162061,3,2,0.105441394,12,2,2.514279196,12,5,1.147122587,13,4,2.65263352,14,3,3.649882405,17,5,2.225342762,18,3,2.666416632,18,2,3.726080541,14,2,1.228942261,9,2,2.965323421
NNR,18,6,4.039969993,13,5,3.148449784,14,6,1.217417176,12,6,4.292484696,18,6,4.612850598,10,3,4.286070681,16,5,2.230669312,11,6,2.971805098,1,1,0.225630281,15,6,1.739423803,8,5,1.91774479,13,4,2.948321427,2,6,2.957857768,5,0,2.797329918,11,6,4.286802017
GBR,1,0,3.17841756,9,3,0.150191417,13,5,0.63243844,9,0,0.953062594,12,6,3.621905997,17,6,2.220411781,16,4,4.017141952,17,6,2.388794406,20,6,1.362584414,7,5,2.977633234,3,4,2.265940076,6,3,1.20466506,11,5,4.076979109,19,4,4.987310443,1,4,2.94584155
GBR,17,6,2.523407091,14,3,4.916710963,20,0,2.016158955,6,6,4.689600571,3,6,2.695419342,14,5,0.483768115,12,2,2.222042977,19,1,3.522386391,8,6,1.295057842,11,4,4.487894504,15,2,3.900472792,11,2,3.798204759,8,6,3.092044903,6,3,3.547134955,3,4,0.881719169
GBR,20,3,2.945492738,14,2,2.426306598,2,2,4.677850894,13,2,4.302983297,6,3,2.917321299,7,1,3.786331534,16,4,0.524987392,12,6,2.591094283,13,0,2.830950331,15,2,4.109836612,13,4,1.920239109,9,5,2.021159091,16,5,3.906759744,16,2,4.909590911,13,1,3.166188269
GBR,5,0,2.777542756,11,2,1.279291178,14,0,4.367495324,16,2,3.748137732,16,4,0.263050627,18,4,0.782565604,7,4,3.181368302,12,3,1.676516779,17,5,0.220501319,10,5,3.650819431,4,2,3.675366253,17,5,1.571300668,10,5,0.691539063,15,1,4.836366738,15,4,2.343891228
GBR,11,2,4.771456577,20,5,3.989892981,15,2,4.543662958,20,1,3.611022339,17,6,3.205045725,16,0,4.39521458,4,4,2.830408242,18,2,2.079525724,17,3,4.263705163,12,3,1.751706148,18,0,4.071053757,7,6,2.795489419,9,1,2.124167599,17,4,0.972599141,19,1,1.506337833
GBR,1,5,1.757323781,10,4,1.493269179,10,0,1.170696777,11,1,2.712007947,12,6,3.072257178,16,1,0.832918211,18,1,3.310424249,5,6,4.489899908,13,3,4.977940958,18,6,0.636780532,20,2,0.569728228,14,6,1.880846105,3,2,3.992031425,6,4,2.98602515,14,0,2.61770398
GBR,17,0,1.259866449,11,6,1.598759956,1,3,2.292676399,17,3,4.362738555,3,5,4.456443372,11,3,3.498715945,17,5,1.236155479,12,6,2.446040128,2,4,1.004670028,20,1,3.562870877,7,2,3.862800979,7,6,4.191910451,13,0,3.957242983,18,3,0.31562809,7,6,1.899687271
GBR,2,6,1.069665045,1,6,1.832206226,5,5,1.252822777,12,2,2.372291197,11,5,0.962876744,7,4,2.311165932,5,4,1.979088964,17,4,3.583111883,8,6,3.520085551,5,4,3.683391797,9,6,1.174767363,8,2,1.120801132,14,1,1.26267614,11,3,2.384672269,14,1,4.354874249
GBR,1,6,4.290708992,16,6,4.157759596,11,0,3.050000344,19,6,4.542502823,19,3,1.583200285,10,6,2.196920737,14,3,3.444581443,14,3,3.066884844,6,5,1.201640415,13,2,1.121258195,17,6,3.34494517,15,6,1.009331387,14,1,1.78415047,1,5,2.465215119,19,1,0.14160194
GBR,1,4,2.221873807,5,4,1.587987691,16,4,0.636481865,19,1,2.841550363,1,4,4.609788206,19,6,0.986880165,17,3,1.495706182,15,3,3.032945869,8,4,0.680974851,20,0,3.585739501,13,5,2.746781744,14,3,4.450405124,12,0,3.863509057,20,6,0.831231768,12,3,3.991687521
GBR,14,6,1.613814227,4,5,4.291583987,4,4,1.378304366,10,3,4.590497066,1,6,4.325272133,9,6,4.385114994,16,0,4.383466807,16,3,4.686600021,17,5,3.32747268,14,6,2.685030038,13,4,2.172282777,6,3,3.041214064,1,1,1.598134527,9,3,3.189708691,7,4,0.749158731
GBR,10,5,1.07384606,3,3,0.22708495,10,2,4.22495096,15,5,4.172795836,17,4,2.849485009,11,3,1.667751685,11,3,3.763159281,20,4,0.414578813,13,4,4.386012594,12,0,2.729340774,9,3,2.645738469,11,6,2.466396558,13,3,1.666630142,11,2,2.626535761,3,5,1.098781328
GBR,18,5,3.939619783,11,3,4.268189619,11,1,3.507177798,10,2,3.857328839,3,3,4.908246298,13,4,1.811917112,10,4,1.267694497,19,4,0.33703597,12,6,4.361687914,7,2,0.483359144,10,2,2.348849136,12,4,3.155549057,13,4,0.568256802,2,5,1.305195333,2,2,4.03706359
GBR,10,2,2.811269506,1,6,2.440387384,15,1,1.179730156,9,1,1.174080745,16,4,0.332239739,13,6,0.463221629,19,4,0.425579252,9,6,1.09010242,3,3,3.608703262,12,4,3.416286203,1,6,4.546706744,2,6,3.135567865,17,3,3.076220525,20,6,2.843246618,14,0,2.982505795
GBR,11,5,3.23912582,20,5,2.308318919,10,0,2.503740038,4,3,4.898795133,17,5,1.494578723,4,6,0.815833294,11,2,3.219525478,14,4,0.869753579,9,1,3.920806593,10,5,3.544598761,8,4,3.627961661,14,6,4.79874217,2,4,1.905802554,16,0,2.17472273,1,5,3.418547827
GBR,14,3,0.436936121,5,3,4.52938759,14,1,3.096361561,12,2,0.273829626,8,4,1.014225192,3,4,1.852716335,16,1,0.479561222,20,6,3.607674586,4,2,0.252300434,11,6,1.679850961,17,6,3.867326471,20,2,1.836997634,12,4,2.641651197,17,5,4.243276664,3,4,2.190540305
GBR,17,5,4.895814044,20,5,2.116612798,9,3,2.456780458,7,1,0.648011543,20,3,0.736124632,6,2,2.533291661,11,5,3.677133004,16,5,0.419268443,18,3,1.467140146,4,4,1.823807733,12,6,2.016845888,15,3,4.593015228,2,6,3.984033744,19,6,4.385958175,18,5,3.658474118
GBR,5,3,4.54484174,8,1,3.322395636,2,4,2.22019966,13,1,2.998316943,15,3,0.822638534,17,6,4.022442298,7,5,1.288207708,3,3,0.359293206,11,5,2.186122635,11,5,3.703516543,10,1,2.508325927,7,4,3.607785105,11,0,0.619829133,11,5,2.71855775,18,1,3.213105093
GBR,5,3,3.158488903,10,2,3.249248213,12,5,2.545540603,17,3,0.462790547,4,0,3.395287201,12,3,1.224139801,19,5,3.882033483,19,1,3.029657875,1,1,0.325113664,16,4,2.854945421,16,3,2.000118934,13,5,0.516832016,11,2,0.871145259,6,3,2.132702247,9,2,3.843557221
GBR,5,6,3.886005916,14,3,1.058262867,10,6,3.749825293,17,1,0.514340437,15,3,1.896313236,18,3,1.865235125,18,4,3.661270521,19,6,2.589423346,20,3,3.290269383,8,3,1.936178429,12,6,3.908571056,15,1,2.866653974,9,0,3.356133442,15,2,0.60615713,8,5,0.584285429
GBR,15,3,1.287867782,14,3,2.900418867,4,2,1.95118526,18,5,2.501176675,5,6,0.361757442,16,1,1.076291411,13,2,4.393800942,12,4,2.595795023,6,2,0.194474825,9,6,4.192220827,2,5,2.103935335,9,3,2.747533802,6,5,4.96524517,18,2,4.372878016,11,4,0.226521918
GBR,7,4,4.668733584,4,4,3.733207106,9,6,0.207057295,2,2,0.681024897,6,5,2.866485624,4,6,2.271526723,16,4,2.898515957,15,4,1.068185075,14,6,1.411569454,1,5,3.923735484,18,4,1.693223999,10,6,4.24225781,5,2,4.256322811,3,6,3.178776324,11,0,2.591131556
GBR,11,5,4.002234721,16,1,2.863429448,3,5,3.403188526,20,4,2.405744758,5,2,2.187624351,13,3,2.278845039,1,1,2.200779793,18,6,3.345616738,19,5,2.604325903,6,2,2.462585506,5,3,1.751825526,11,5,2.040666497,14,4,4.429245544,14,2,0.942295241,14,0,0.734246977
GBR,4,0,0.966527599,8,6,1.573394578,7,2,2.617533704,5,3,2.245990293,8,3,0.49063491,12,5,0.918785064,11,5,3.416508598,8,4,3.714219733,19,5,4.507461147,12,2,4.793118447,5,6,1.440241225,13,2,2.817954712,2,4,0.716313634,13,6,0.422279904,10,4,1.343579222
GBR,8,4,1.743440356,13,4,4.600706765,9,0,1.828117309,6,2,3.409089981,11,5,2.261256936,14,6,0.261959834,20,3,0.329849893,7,6,0.410180707,11,3,0.321049171,11,3,1.097364384,7,5,0.150246144,1,5,3.029367053,18,3,3.472285391,12,4,2.139200561,12,2,3.308098084
RF,8,5,2.861315305,12,3,3.475038846,19,4,0.354572976,7,6,2.669972259,4,3,1.002409903,17,0,0.580162285,15,4,0.987919425,19,6,0.901215055,8,4,3.272951252,20,1,4.116916322,13,0,1.10694388,14,2,0.690022672,1,2,0.926639417,15,2,3.662888243,3,2,2.376412829
RF,18,2,2.588537525,20,3,2.644249875,17,1,0.787201867,8,3,2.342504749,15,4,0.914109013,20,2,0.400792127,11,6,3.071773739,8,6,3.387325018,4,5,0.620933679,1,6,2.713391636,9,5,4.040015706,15,0,0.891855052,18,2,3.44811674,20,6,1.415781637,13,0,2.400575161
RF,12,1,3.852975134,4,2,1.737630363,12,3,3.259862042,2,2,4.598253631,10,5,4.754694989,16,3,3.571695949,4,2,4.666249385,14,5,2.166619876,1,5,2.952590287,17,2,3.793224556,19,2,0.754101896,17,4,4.578012651,4,6,0.7746876,8,1,1.970386096,16,4,2.926553951
RF,9,5,1.607578129,16,4,3.892816386,19,2,1.415463878,5,3,0.908448371,9,4,4.563378295,1,6,4.519040438,9,0,1.292205812,6,6,0.220672393,1,2,1.198366752,4,3,2.051456501,16,5,1.005063222,11,1,3.333468834,4,0,3.401739409,7,3,2.045128251,19,1,2.293923205
RF,18,2,0.58734782,17,1,4.785293282,3,1,0.321171785,8,5,2.308648064,9,5,4.231089123,2,5,3.845054029,14,1,4.561127709,17,4,2.935452622,19,5,4.129770278,10,5,0.251391412,3,4,4.167623708,20,6,1.957284649,7,5,3.945244239,19,0,1.800216416,20,6,1.822364738
RF,19,3,4.996583421,7,2,3.955359977,12,4,3.345646104,11,3,3.92726455,2,1,1.326400063,4,6,2.570792746,9,5,2.581621315,7,3,2.108843269,5,2,4.764916331,17,4,2.3161687,6,4,3.972265178,4,1,3.647141438,9,0,3.18464895,16,5,3.10276643,15,0,2.824755454
RF,13,6,4.15212135,17,1,3.029279325,4,2,4.212337504,1,5,0.945610431,12,5,4.82780467,5,5,0.892751134,7,5,4.297667422,4,2,2.432924711,20,3,4.773636811,3,4,1.920648053,14,5,4.792538044,2,6,0.966782052,10,5,2.112388838,10,2,2.743318143,6,1,4.144984757
RF,9,2,4.905353698,8,2,3.702626811,11,2,4.863876023,9,1,3.702799633,18,3,2.209733786,20,6,0.62507447,15,5,2.042257175,16,5,0.304065359,16,2,4.860657384,19,1,1.845170213,13,2,1.356786804,5,3,4.323768726,15,0,3.420521559,5,0,2.777889866,11,0,2.944275411
RF,4,4,1.525573093,7,4,2.957742209,8,2,3.773729785,4,3,3.093491202,10,3,0.429766196,16,4,3.090507579,14,3,0.977815711,17,5,1.418731112,10,5,1.604356164,15,0,1.439403142,6,6,2.805316586,14,4,2.392201886,8,0,4.698693948,14,3,4.556901833,16,5,4.256388213
RF,5,3,4.040363582,7,1,2.108195711,15,1,3.428004532,11,4,1.476180768,2,3,4.372822116,8,2,0.461640279,15,1,2.069484554,11,4,1.53240417,11,6,4.183228934,1,1,2.203231578,16,5,3.872883507,19,6,2.444343648,3,4,3.275516285,17,5,0.247720076,19,5,4.876008273
RF,16,5,2.087916472,18,4,1.664164405,9,0,3.537389544,5,5,3.533623276,7,5,4.645376547,12,0,1.308366156,3,6,2.507490466,14,3,2.770159229,10,5,4.211841512,10,6,0.607878909,20,2,2.069273472,9,2,4.131565221,18,2,0.58623435,5,3,1.579212478,10,0,0.51861256
RF,16,0,1.862520436,5,6,0.742602305,7,2,2.839036456,15,4,3.803022872,4,3,1.236012587,7,0,1.229661474,17,0,3.846639477,12,5,4.150289305,17,4,1.019777743,5,2,4.611173093,13,4,0.446628794,9,4,3.263876858,4,0,3.716146904,3,1,1.317664843,18,5,2.14992877
RF,9,2,1.644876475,11,4,3.794277432,16,3,2.992066182,12,4,4.904803474,10,6,3.122653435,20,2,0.139808815,10,3,1.7715629,12,5,2.219493819,18,3,1.617049749,14,1,0.236333203,18,4,0.92831375,8,6,4.116929458,9,4,1.201479883,6,6,1.381588855,17,0,0.332778342
RF,18,1,1.573487915,11,2,0.651499028,15,2,4.44844828,19,3,2.946564137,7,5,2.887748253,8,0,4.445961736,7,4,1.200389044,10,6,0.212092584,10,6,4.879769348,7,6,1.192634297,10,4,1.900974734,1,5,0.381630165,6,4,3.35222767,10,3,2.34067609,13,0,3.332241057
RF,14,5,2.430847475,10,2,0.569193966,8,0,4.238995709,1,4,2.510181557,13,6,2.249652652,11,1,1.977775056,19,3,0.588501413,16,6,2.039432304,1,3,4.615128746,11,5,4.403966263,7,3,2.465624844,5,3,3.811368266,13,0,4.489045374,11,3,3.092342141,1,2,1.801581723
RF,6,5,2.046306208,13,4,0.961083407,8,3,4.998585787,14,5,3.346482347,9,4,3.160932377,19,2,3.315712991,12,3,1.846533136,7,5,0.902067541,12,2,2.147147344,20,6,1.875146727,10,6,1.965623838,18,5,4.785860811,7,5,2.610075929,2,2,0.871534403,3,0,1.538854804
RF,15,6,3.628604328,11,5,2.844206905,4,2,3.504463758,14,3,1.451312741,4,0,1.547285156,5,0,1.271164884,6,5,1.507415828,14,4,2.346710378,12,3,2.294763468,6,6,2.481154007,10,4,1.795382583,14,1,3.086325253,9,5,1.876143043,16,2,4.444154586,6,3,1.549386654
RF,17,2,3.716503789,7,2,3.978560336,8,0,4.702514954,9,2,1.154222282,15,5,4.21687564,11,4,0.136802447,11,6,3.150732197,4,0,2.772684013,18,2,2.781062455,9,2,3.591382651,14,2,4.144177387,2,4,2.553436427,16,1,2.029328845,7,6,2.2568761,1,5,2.853051859
RF,15,6,2.011176676,4,3,0.92303406,20,4,1.443998946,7,2,4.300480807,17,6,2.940512499,20,3,2.825029383,13,2,1.335629689,4,5,4.200719889,14,4,4.857538102,14,3,4.452828407,19,6,2.217475105,11,1,2.123789625,11,4,1.332949822,3,6,1.944034024,13,1,3.448805801
RF,14,1,4.864589006,12,4,0.520587113,19,4,3.666224935,2,1,2.818397435,6,5,1.291200415,18,4,1.716385544,20,5,2.763757948,5,1,3.46382995,10,2,3.401102278,10,5,2.464587002,9,6,3.020360492,5,3,4.22756156,5,3,2.351419457,6,1,0.854540662,20,3,4.738687846
RF,11,4,0.771174449,20,3,1.858795669,13,0,3.510175653,11,6,4.597379219,11,5,3.604164879,20,6,1.065758855,15,2,1.103679525,4,6,4.206250673,5,5,3.585372419,9,2,0.824807832,19,6,4.22355498,17,3,4.546459747,8,5,3.903535049,5,0,1.303467101,8,4,2.914151619
RF,10,1,3.820894505,17,3,2.540581874,12,4,0.483181753,10,4,2.038647371,6,3,4.000827444,3,4,2.210414484,13,3,2.061355793,18,6,1.639802492,10,5,3.419957166,14,1,1.558921974,5,6,2.898070551,3,3,3.002267855,8,3,0.543477597,10,5,1.66430026,8,5,1.140336544
RF,3,2,4.913707925,20,6,4.780700282,8,1,0.621132989,10,2,4.13436879,5,3,3.315696652,12,3,3.001501389,4,3,3.470746315,8,5,1.918132074,16,4,0.363355498,17,6,1.674682167,15,6,2.009849645,9,5,3.994289896,3,4,2.78103171,12,1,1.033190713,20,3,0.423260417
RF,15,4,4.699223976,18,3,3.559764824,1,1,1.040467272,3,1,4.708434868,12,6,2.350900324,7,2,2.293263027,9,2,2.468763114,9,5,1.082034248,15,4,4.146468818,20,6,1.383546904,16,5,2.652232909,12,0,2.478141309,9,6,2.282246338,18,1,1.32218866,10,4,1.14830788
RF,9,2,4.581153841,10,5,0.654524488,7,1,1.890408833,9,3,2.363980138,14,1,0.344205078,10,5,0.490476882,19,6,2.751971354,20,4,1.281342658,11,5,0.984453047,15,1,1.211377829,5,4,0.795891961,20,0,2.035135651,3,6,3.872303791,14,3,0.432880152,4,2,4.005287741
AdaBoostR2_LR,13,5,1.215901141,15,2,3.483897102,1,6,3.083975241,3,2,0.242181945,20,6,3.405897367,17,0,4.961287925,12,4,4.711355177,2,3,3.87508989,13,5,3.938336998,16,5,0.242882038,8,2,2.622541029,16,5,2.583033066,20,3,2.724686503,17,3,1.859435046,13,2,3.169093538
AdaBoostR2_LR,9,4,1.021787202,16,3,3.724913984,3,1,2.069611577,19,0,0.349777083,4,3,4.959976959,10,1,0.217513187,2,3,4.709394547,2,6,4.699886157,1,1,1.688221812,10,1,4.502078998,9,1,1.56076432,20,3,3.769994215,7,3,4.357035738,14,0,3.394145054,17,2,4.843776255
AdaBoostR2_LR,14,5,2.582781491,10,5,2.516033263,6,6,1.144075627,5,0,1.688327357,10,3,2.652207127,5,1,0.990053269,10,2,4.035134878,4,3,3.927151121,17,3,4.795797006,8,1,4.759724049,18,5,4.562391478,8,5,2.516176292,12,1,1.070952794,14,6,2.962997444,2,6,3.431525373
AdaBoostR2_LR,4,5,1.818812175,1,6,2.14460981,19,5,3.609637342,11,4,4.300555268,17,5,3.731032263,20,2,4.143369855,13,6,1.438514456,11,6,4.148368721,20,4,0.648198784,6,1,1.243448798,12,4,2.88565987,9,5,3.899616243,2,2,0.735772791,3,2,1.354716265,13,6,1.867917077
AdaBoostR2_LR,12,2,1.846718171,8,6,4.147199021,12,1,1.762280854,20,0,2.774700676,7,2,3.080590097,16,1,1.851516125,13,4,3.524461188,10,5,1.303749835,11,5,4.88602376,9,4,1.371193281,1,3,3.403001919,10,4,0.343673155,5,2,3.895846134,18,4,0.603948891,14,2,4.917253074
