,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
NNR,17,6,0.985902476,1,1,3.408384672,19,2,4.784644413,11,5,3.928456015,11,4,1.578189615,8,2,1.856593286,17,1,3.232132231,20,3,3.359151752,6,4,0.286603497,14,2,1.108757412,17,5,3.473130833,15,4,0.808621648,14,4,3.721850495,13,1,2.859675697,15,3,2.296644923
NNR,4,5,0.113326942,18,2,2.696308738,19,6,2.514574733,10,5,2.800382889,18,5,3.838537797,9,6,0.393239274,5,1,2.30682971,17,5,1.714112749,18,0,1.748411811,17,5,2.392148385,10,5,4.188617644,9,5,0.84623322,10,1,4.612331439,11,2,2.526208152,2,5,3.559582491
NNR,14,5,2.551649098,13,3,1.45093972,11,0,4.396981639,8,4,3.506097451,2,3,3.815302801,12,6,2.601399637,8,6,3.842152003,2,6,3.824803851,16,0,2.280840757,10,4,3.395822846,20,6,4.041645998,20,4,4.327057108,2,6,4.035237084,19,0,2.382150181,8,3,1.274613885
NNR,19,5,0.528757622,8,4,1.809278485,8,5,2.20827571,13,5,0.279302916,18,3,4.520646878,10,5,0.944968194,12,2,3.4977704,15,5,3.929951535,13,2,2.998912203,12,1,4.778963312,16,5,4.349798995,16,5,3.806430547,6,6,0.136081078,15,3,4.281369437,10,5,1.903884154
NNR,10,5,2.681714539,17,5,1.310482754,1,3,2.444071276,9,6,0.363830768,18,4,2.711994239,20,6,2.897071725,8,2,3.451850677,15,4,0.70118679,4,1,4.137240449,15,6,2.130797457,19,6,4.371931198,14,2,4.374351551,20,5,4.947860599,2,0,3.269490501,6,6,1.887712748
NNR,19,4,1.498226621,8,2,4.922163828,11,1,2.625244393,17,4,0.942314691,10,2,3.900622652,6,3,1.058463192,15,2,1.466536593,14,5,0.629839931,3,2,2.329577316,9,3,3.283616661,5,3,2.68151876,13,5,4.414444003,17,4,4.99728159,14,0,1.536397474,8,4,0.805671467
NNR,17,4,1.377075249,20,3,0.165339102,9,4,4.446384504,7,5,4.703905261,8,3,3.724137523,11,6,2.133313145,10,3,3.127090843,17,6,1.463930346,11,0,1.66802169,19,5,4.505245558,11,2,2.261554863,7,3,2.775622076,13,5,2.600182553,11,3,0.294386903,14,6,1.655034696
NNR,15,4,2.164634492,13,6,2.659877332,11,6,1.615091843,12,5,2.280390254,6,3,3.16064189,7,4,1.917927017,8,4,0.859381124,13,6,3.25178414,13,4,1.277028529,17,1,0.344942397,12,5,4.83342917,7,4,0.128165488,3,3,3.584067139,13,5,2.058512364,6,2,0.220513909
NNR,19,5,1.133766719,16,1,1.626869432,8,1,4.196392721,8,5,3.808766839,13,6,1.195726966,13,3,4.213397725,16,4,0.275723396,20,6,3.476842709,12,1,4.928894942,17,3,4.385948899,7,6,1.735550853,13,5,3.459635531,10,6,4.872477747,14,5,0.903073023,12,2,2.325746062
NNR,14,5,0.84046307,11,2,0.338862665,14,1,1.885993633,12,3,0.332306324,9,4,4.4046565,18,3,3.024831183,13,1,3.201150632,10,6,2.662109267,5,6,2.770849698,18,3,2.479379362,15,4,4.616311355,10,6,4.033620775,19,4,3.355623745,12,2,4.921184757,5,4,2.886031645
NNR,8,5,3.828175271,14,1,0.944023551,16,4,2.49626762,17,3,3.243303094,16,5,0.165553401,11,4,2.230480717,12,4,0.359365062,14,5,3.745333667,15,6,2.699642969,11,0,2.186458658,20,4,2.653521332,12,4,1.622226276,16,1,0.27291491,15,2,3.098249846,9,6,1.722764857
NNR,7,3,4.883708909,18,6,2.570538446,15,6,2.816133515,16,4,1.950281285,6,3,1.02700972,4,4,3.637511984,12,3,1.823033275,6,2,1.966661429,20,3,0.540128914,12,3,0.291650456,8,6,1.363482598,14,3,0.765897674,2,2,1.19587619,11,0,0.619896106,5,5,3.740622551
NNR,11,3,1.668031191,12,2,2.955493641,7,3,2.797600365,12,4,3.917079107,19,4,2.229509072,8,1,0.454410176,17,4,2.191522283,2,6,0.533052455,12,1,3.741177842,9,1,0.431462574,17,6,0.808928165,19,6,2.385862228,4,5,4.893831258,11,1,4.671874557,15,6,0.865479096
NNR,8,5,2.467503611,2,6,2.804576346,11,6,2.035425403,5,6,3.577881975,17,6,3.641200445,11,6,4.502806344,8,5,1.394289698,12,6,0.221617349,6,3,0.557449008,15,5,4.726146923,18,4,2.989031516,5,4,1.229879618,6,5,2.909780371,4,2,4.865049627,14,5,2.919098195
NNR,17,4,1.902617704,18,4,4.210027674,4,5,1.013102484,19,5,2.947626519,13,4,2.527400411,8,1,0.744774238,20,5,0.785165958,7,6,1.493062479,6,1,4.434527442,13,6,2.145049257,6,3,0.110702929,7,3,1.684109113,16,6,3.178810504,11,2,2.315128633,19,5,0.915473883
NNR,20,1,3.158201022,10,2,1.544275203,2,2,3.875465918,6,4,4.234700447,7,4,0.231597435,12,4,3.052827342,3,2,1.630832664,15,6,2.634721469,10,5,0.882292393,16,4,2.343069714,20,1,4.816200891,15,3,0.504918437,7,2,0.143749637,5,1,1.854864995,9,5,4.176301248
NNR,18,5,3.640405377,5,4,3.190245995,4,4,3.33547687,7,4,2.343239694,4,5,3.967651029,17,5,3.332576188,12,5,3.182105679,19,6,4.434144054,7,5,2.572418805,11,4,4.65531055,13,6,3.386326279,18,4,3.931065249,17,4,2.979192934,17,1,1.123346695,7,4,4.808137906
NNR,11,0,1.597309777,16,5,2.637409634,17,1,1.581614042,7,1,1.963551251,12,5,0.641280449,18,1,2.267139898,9,1,1.675361555,18,4,1.805054008,1,4,1.559507959,12,1,3.544342803,13,5,2.979699008,17,2,3.321947565,8,5,2.693132106,20,2,0.498845676,8,4,2.382049322
NNR,16,3,0.314191457,16,5,3.155782114,6,3,1.807740708,2,5,2.678289076,17,5,2.926533017,14,5,3.878664819,17,6,2.671235159,15,4,2.300521698,9,1,3.831290584,9,6,2.29735549,9,2,1.902203277,13,3,0.635997758,12,2,0.938278682,2,0,3.87895006,16,1,4.080091494
GBR,16,5,0.866416234,15,3,1.567527107,17,2,4.553696668,17,1,0.391918161,9,4,0.212095609,5,1,4.211657637,18,1,1.715474262,2,5,3.053455999,20,2,1.116517895,17,5,4.764353304,17,6,1.596618027,11,6,3.026256125,13,4,4.943674938,18,3,4.683492495,8,0,1.172998657
GBR,14,2,3.949704922,20,3,2.610717051,9,1,3.287443785,10,2,4.045927089,6,6,3.979818922,8,2,4.86971565,3,4,0.823319242,16,4,1.961141392,9,3,2.287910183,7,3,3.687123829,20,5,0.112562718,15,4,1.306847173,17,3,3.426390075,9,3,1.259135228,6,2,4.062394981
GBR,7,6,4.413240547,5,4,1.545265785,1,6,2.899351618,14,4,2.383411316,9,4,2.273629798,9,4,3.61686138,9,2,0.675871249,16,6,4.872910175,18,0,1.870428537,8,3,4.637532408,17,5,0.488769762,2,4,3.009424313,11,6,2.2503399,19,2,0.778499261,6,2,3.460159449
GBR,16,0,3.439344244,20,6,3.909323049,7,1,3.601775706,10,6,3.954797216,18,4,3.560926263,18,4,3.212145351,7,5,4.625371856,15,6,3.903638464,5,2,2.516369025,7,1,3.779109706,14,1,1.546657557,6,2,2.994758388,8,2,3.732871807,12,2,2.642355319,12,0,1.128740739
GBR,2,5,1.561050266,7,2,4.275413228,17,6,3.871102999,6,3,2.006626274,12,6,0.614022175,19,4,2.956260966,7,2,0.338143427,10,2,3.421376331,18,3,3.260766479,11,2,0.74272531,14,1,4.233019415,16,5,0.252414713,7,3,3.754227389,18,5,4.90474985,4,5,0.951808746
GBR,9,3,1.272768525,17,4,3.053874397,14,1,1.136366354,15,6,3.998721426,15,5,1.81298811,2,4,1.424565321,13,6,0.530569979,9,6,0.128510742,4,4,0.826859066,19,6,4.034139333,12,2,2.498919041,5,2,3.515551929,20,0,3.844242715,11,2,2.448729193,2,2,4.251779508
GBR,12,2,4.839137648,12,6,2.406921966,17,3,1.316464679,14,5,3.328166011,7,3,3.732596027,2,3,0.490543309,19,5,4.042921599,8,4,2.798302817,12,4,0.822653881,4,5,1.054105325,2,2,3.578574441,1,4,1.596682767,3,0,1.082858509,13,6,2.334898357,1,2,4.675525386
GBR,19,2,1.320378135,18,5,0.992234262,12,3,2.67189269,11,6,2.191405563,19,3,4.779621641,7,6,0.335135664,5,3,3.617512131,16,5,3.551730567,1,4,4.165391864,12,0,0.624388466,2,5,1.130063954,5,3,0.325957054,4,5,2.437169813,3,4,3.590260161,10,0,4.932868522
GBR,2,3,0.507473872,9,3,0.836868799,7,2,3.184130423,5,2,4.537075005,20,2,0.782498791,5,4,2.707169372,11,4,2.970678141,10,5,4.878365023,14,6,3.087118545,11,6,1.161233533,6,2,1.974859186,19,1,4.714811845,1,2,3.612539584,10,3,2.900433979,3,5,0.760854595
GBR,11,5,4.215654568,9,5,0.623199518,15,2,0.171903994,9,2,4.168279424,11,4,0.179392891,4,6,3.719198912,15,2,4.359007116,13,3,4.098862358,1,4,4.894961051,19,4,2.870275531,17,5,2.121885353,19,0,1.11026549,5,6,2.968343315,19,3,2.467575771,5,2,2.815564549
GBR,7,5,4.388861614,17,3,4.507920747,4,6,1.092157041,6,5,1.095660376,1,4,2.377140852,12,3,3.502738849,14,4,2.291121994,12,6,1.701883975,4,3,4.061194486,8,6,4.863575346,17,6,1.397633152,10,4,0.538143278,11,1,2.822802389,6,6,2.098382911,5,6,4.097567163
GBR,12,5,0.563054957,1,2,0.835678245,19,3,4.441715764,18,4,1.235972332,9,2,4.044738968,18,2,1.111866682,10,6,0.598055711,18,3,1.157410004,14,5,1.334526871,19,6,4.569508949,14,2,1.533223175,7,3,1.404728038,20,3,2.623189939,5,2,3.82271751,20,1,3.372059949
GBR,2,3,1.760132386,17,3,2.734284733,20,5,4.578810765,8,6,1.695437119,15,1,1.637095279,8,3,2.68846452,1,5,3.595555761,14,5,1.05153686,3,0,0.196173268,16,6,4.037160234,8,6,2.633418914,16,2,2.21468832,10,3,1.912037815,18,3,3.120201202,12,4,0.959173206
GBR,19,2,4.802663826,13,4,0.871650014,11,4,0.62413976,9,5,1.960263483,16,6,4.623472354,2,3,0.203403085,15,6,0.789673853,7,4,4.366870948,20,3,0.530149176,2,3,4.210671876,1,5,2.927018172,13,5,0.816948963,15,4,3.537636779,14,1,0.23077595,2,0,1.941550003
GBR,10,4,3.038465233,20,5,0.32556398,16,0,2.593794115,17,3,0.446091901,20,6,4.562733848,2,4,3.565740056,18,4,1.211930289,10,4,3.513565112,10,3,1.864013341,19,5,0.336382866,5,2,2.041774262,17,2,2.946608804,18,5,1.373593349,8,5,3.323704948,17,1,2.260010352
GBR,9,5,2.490923888,15,2,2.397881858,8,5,0.603346983,12,5,3.116348902,9,5,1.807546151,19,6,2.321776101,8,4,3.389281401,17,4,3.623355387,9,3,3.746729874,12,2,3.593510139,10,4,0.219110719,2,3,1.866297647,12,4,2.990966516,11,1,1.346207801,7,3,3.722442257
GBR,12,3,4.294523421,7,2,4.861931421,9,3,0.323953712,13,3,2.330706663,20,3,0.91573722,7,4,1.172374215,20,4,1.588833352,15,2,1.180735288,19,3,4.207081693,13,3,0.68582085,11,3,4.473572403,20,1,4.243705891,17,4,0.815542215,16,4,4.225139125,16,0,0.283866014
GBR,15,3,4.326595698,4,3,4.745017207,13,4,1.550446132,14,4,0.4538977,1,6,1.543888941,12,1,2.045864016,5,6,3.399241665,2,1,2.348722401,10,6,4.31288554,1,6,3.297565113,17,4,4.196510735,6,5,1.03841339,7,5,1.307167857,17,5,3.817880928,9,3,4.274072251
GBR,1,5,4.55037803,12,1,3.430793902,10,3,3.971006063,6,4,1.832721167,10,5,4.874021579,11,5,4.232589881,9,0,1.231377927,4,3,4.553771466,9,4,4.696624328,16,4,3.966645046,7,2,1.760906313,4,6,0.618890602,18,2,4.699495539,19,4,1.351154763,6,2,0.975543488
GBR,11,2,2.525453885,15,5,2.349774958,13,4,2.504973344,19,5,3.703386082,19,4,3.409648323,20,5,0.955693403,12,4,3.919340746,9,5,4.258929495,13,3,3.127263189,6,2,4.316425531,18,4,4.901984766,1,5,0.77766554,14,4,4.228276602,14,2,2.072368863,9,2,2.469388728
GBR,11,2,1.221905088,3,3,2.886268007,2,4,4.211195861,3,3,2.534311784,8,6,1.648687413,18,5,2.452705779,15,4,4.098375063,11,2,4.253065916,14,5,1.046043016,15,4,0.948000127,20,3,0.304184179,16,2,2.931893722,1,0,2.2464756,4,5,4.677444459,5,5,3.207242836
GBR,9,5,0.258089635,3,5,4.95013186,4,4,1.902879784,16,6,3.565573376,15,3,4.412000628,7,1,1.747474459,20,1,2.940226896,19,5,1.984893588,7,4,3.862427171,16,6,1.035604583,10,4,4.476851296,10,3,0.585022654,13,0,0.955582797,4,2,4.407286462,3,0,2.407632615
GBR,15,5,4.245246543,8,6,1.846401156,19,5,0.34236329,3,3,4.665811168,14,2,4.252316369,7,4,3.217406124,8,4,2.2546965,5,4,1.842756767,18,5,0.337455613,12,4,2.029367025,15,4,4.546859814,8,5,2.403698542,14,5,1.444403703,9,6,2.479679425,12,1,3.498664937
GBR,19,0,4.393934757,4,1,3.953043201,20,3,0.701189872,6,4,3.717609949,4,6,1.347305413,17,6,2.277356148,6,5,3.36357067,8,2,4.901870789,14,0,0.749470681,6,3,2.504081422,10,1,0.795697052,12,2,0.799080446,12,4,4.931455849,13,5,4.947301306,12,5,1.389996665
GBR,6,2,4.810602381,13,2,1.337919904,12,5,0.331948828,3,0,4.667187183,15,6,1.823878374,15,4,3.637439238,14,2,0.401217812,7,4,4.527627717,13,4,1.721407274,7,4,1.228564042,19,4,3.831103656,15,1,1.862802079,6,5,2.825628646,20,1,1.438016576,18,3,4.546361328
RF,11,4,4.447538818,6,5,2.251507929,4,3,0.319540376,2,4,2.070095765,18,4,2.457602086,20,0,2.212999096,6,2,2.324820531,6,0,2.340979602,11,5,3.667947233,11,2,1.84940091,17,6,2.625895971,13,6,0.623838218,17,2,4.122045705,6,2,1.324063538,17,3,3.462967044
RF,3,6,4.771435026,1,5,4.408567009,8,2,3.360448745,14,5,1.886958252,3,6,3.78925414,3,4,3.159373669,9,2,4.293121043,16,5,4.578872586,16,5,4.419449665,13,6,1.837347282,19,4,4.647166032,9,4,1.388589132,6,5,3.689522485,12,6,0.42095369,8,1,2.853698749
RF,14,3,3.625104902,18,1,3.755242397,7,5,0.418489429,20,3,3.254688127,8,2,4.957290685,4,0,1.047410233,1,5,4.383266383,17,0,4.16845103,20,3,2.452158028,5,4,1.241425543,4,4,4.231866721,15,5,1.008890581,13,0,2.076026464,20,0,4.917062536,3,3,0.299713968
RF,11,4,0.760693979,20,3,1.080019194,4,2,1.898412857,5,2,4.619860215,6,4,2.968491137,14,5,0.456644437,20,1,4.171060687,15,6,1.106192297,11,2,2.174364255,14,5,2.874290294,3,1,2.23077691,14,0,2.601101106,14,1,2.027669146,20,6,2.74370387,9,2,2.534916134
RF,17,6,0.764419814,4,4,4.651095771,9,3,3.517629821,11,3,1.94346571,17,6,1.657411828,6,6,0.341117797,3,6,3.538629996,8,5,2.977940799,15,2,4.380479702,6,2,4.235816412,10,4,0.772289218,16,5,2.08364231,11,0,4.397063419,13,1,2.528725464,3,5,1.883845744
RF,12,6,4.825884821,6,4,1.03752464,10,2,0.34098396,12,4,4.796664546,7,5,4.580994392,5,2,2.6046511,12,5,2.4298784,12,6,0.743687172,12,2,1.894688762,6,5,3.813451476,1,0,1.091627825,3,1,2.741034978,2,6,4.653978633,15,1,2.186559101,3,3,1.100277934
RF,12,5,1.340409485,2,2,4.074725357,5,5,3.391289019,11,4,2.8108194,9,5,3.735006917,10,2,2.041593653,6,5,4.410905595,16,5,3.875085929,17,3,4.406116062,10,2,1.501307711,6,0,1.007281753,15,0,0.606000603,8,0,2.431637079,16,6,2.054191163,13,4,4.767992856
RF,15,3,3.128847601,15,4,4.039764484,13,4,1.840934222,13,6,3.735739114,7,4,1.746578087,13,6,0.918786493,19,6,0.417202683,11,2,0.567975646,1,2,0.613138334,3,2,2.076579515,2,3,0.699062446,8,2,4.588456888,3,3,0.516531733,20,2,4.442451524,8,0,2.234907951
RF,16,6,0.633724941,9,6,0.647134867,2,5,2.472613057,2,6,2.62287951,8,4,1.298550624,4,1,0.147369281,12,6,3.589885475,7,6,0.239318837,5,6,4.589140095,13,3,2.42369903,16,2,1.271741459,20,5,1.568007525,1,4,3.682154529,3,0,3.196822667,19,5,0.846066982
RF,1,2,1.827319613,2,0,3.044298371,12,1,0.860073468,9,5,2.985130145,14,4,1.238853991,8,0,1.629197438,18,6,1.395829124,7,4,1.229000806,16,6,2.899106152,12,4,3.751130929,11,3,0.101877831,9,5,3.651130321,18,5,1.526767645,12,6,2.426858705,15,6,0.58395096
RF,2,3,1.274068578,11,5,1.212658613,9,3,0.526706297,17,1,1.240911515,17,4,3.290811637,7,5,4.881247729,18,3,3.435097991,8,4,3.93065863,10,4,0.159072194,13,6,3.01640359,9,4,2.366876198,2,5,2.479785093,17,3,0.27023529,12,0,4.05784136,16,4,3.626523929
RF,5,2,1.466781339,14,5,2.86029189,15,6,3.279117818,7,3,4.803424512,3,2,3.277828028,16,0,1.71307429,16,6,2.842701881,12,6,2.914806905,2,1,4.45876531,4,2,3.620368761,10,5,0.3511001,2,1,1.645902593,11,0,0.232319625,4,0,0.344119831,5,0,1.868730757
RF,2,1,0.798255259,13,2,0.183908636,15,0,3.111890495,7,5,3.431128661,8,4,2.207852588,18,4,0.513577646,14,2,0.947677815,11,6,0.49288811,8,0,2.722607267,12,4,3.043721597,11,5,4.594067172,1,3,2.209219262,13,5,2.276598088,16,5,2.221773015,11,3,0.68298667
RF,2,4,2.750160237,6,1,1.13125497,5,0,1.700003173,3,1,2.053852905,17,6,3.874730013,11,6,2.84296613,5,4,0.681494331,20,3,4.628311809,4,6,3.172345354,17,5,2.146758831,5,4,2.648252688,7,6,2.42425051,16,3,1.596826881,11,5,0.987534544,16,1,1.599921684
RF,15,5,2.416143288,14,5,0.599646843,16,2,3.568577039,19,4,1.397833007,20,2,1.754736243,1,3,4.385809854,15,1,0.688714315,13,5,3.987054509,9,1,1.242628617,10,5,4.730974706,18,5,0.739446263,10,1,1.105202601,13,2,2.512075365,11,5,1.16266898,6,0,3.449760597
RF,10,0,1.553958468,14,2,2.868544972,5,2,3.335461379,11,6,0.190551255,13,6,4.215947045,9,5,3.138939428,1,5,4.72152074,11,2,1.160600654,14,3,2.80462012,9,1,4.557185243,8,6,4.696107272,8,4,1.861127099,20,3,2.259721669,9,4,4.112373228,11,1,4.290531243
RF,19,5,1.257096282,8,4,1.672580638,10,1,0.407173566,10,5,3.150482511,5,5,0.202704201,17,3,2.143458641,10,1,2.399043103,16,4,1.823799424,17,0,1.415484208,8,4,0.996073847,15,4,1.591385387,12,3,0.733651923,11,2,4.353486484,9,3,0.389800941,16,3,3.069630857
RF,12,5,2.123619646,8,1,1.377497308,18,1,1.811088938,15,3,1.528262396,11,1,1.782561826,3,3,1.06282105,6,5,1.311914306,17,6,2.590695801,9,6,2.14273009,19,3,3.612045143,10,3,0.362068425,12,3,3.53946059,12,0,4.910039267,12,3,1.547219696,14,4,2.669149668
RF,17,6,4.253115105,7,2,3.363717635,9,1,2.052345245,8,2,2.455256742,18,4,3.140984293,16,2,3.498419955,7,3,2.400485003,1,0,2.962859378,19,5,2.826719887,11,1,3.938272855,16,6,3.110584001,4,0,2.005002023,6,5,2.239816391,11,3,4.93283563,14,0,0.82007768
RF,15,6,1.735884747,1,5,4.594289785,3,5,4.778231042,12,3,3.145934178,11,2,1.706495565,14,2,1.022792549,19,3,3.219120703,4,5,1.908142014,1,1,2.377512279,20,1,3.400804742,17,6,2.560413633,8,4,2.165491425,5,6,0.539963848,7,5,2.913605285,5,3,1.061353247
RF,10,3,3.557666556,8,5,1.673621562,15,2,1.998003236,5,5,1.767240486,7,5,1.212834786,12,5,2.562312126,13,2,2.512117051,14,0,1.81837684,4,1,2.286143891,11,2,0.401247688,7,4,2.415440816,12,5,4.74250412,3,3,1.537639977,17,2,2.758302918,9,5,2.557889201
RF,4,1,2.207766389,17,0,0.335685747,3,2,0.928251541,4,5,4.527632684,13,1,4.389637656,13,6,3.953761273,9,4,3.371446195,19,6,4.874095048,13,2,0.144889777,15,5,3.407151728,19,6,2.677909768,5,4,2.056281134,13,6,3.961490647,9,6,4.552325066,13,2,0.782646198
RF,7,5,1.615093855,18,3,1.80008703,8,1,0.947757144,15,5,1.628722357,4,5,0.437704278,16,2,3.419714105,16,2,1.519206431,14,5,1.636983703,3,1,4.132659043,6,2,3.840655803,15,0,2.080555203,4,5,1.593112647,19,2,2.850325155,18,4,0.572721114,1,1,4.132288145
RF,13,2,1.245682904,9,0,1.873111527,18,2,2.024224678,20,5,2.159830255,6,6,3.780195897,16,1,4.382471474,8,5,0.949975526,2,4,0.637398244,11,0,1.769009363,18,5,3.83076094,14,2,2.91996522,7,6,1.757144808,1,0,3.506826833,9,5,2.015017385,18,5,0.80806382
RF,7,5,1.384903084,9,6,4.491854914,20,1,2.861805754,17,6,4.217138905,2,3,1.005172783,7,4,1.087830136,4,3,4.000677894,18,5,0.59537065,18,4,2.428178928,17,4,0.262952606,11,2,3.263321901,10,0,0.747865189,13,6,1.1451448,11,0,1.894528036,6,2,1.714579335
AdaBoostR2_LR,12,6,4.600698879,14,3,2.092766963,5,4,1.025630616,6,4,3.987556089,12,5,3.27328626,2,5,4.542892599,20,3,2.5028045,6,0,0.498808323,13,2,1.5237708,20,2,0.179773826,8,3,1.233315434,10,2,2.44776965,13,2,0.579277373,3,3,4.160315855,1,4,1.585053307
AdaBoostR2_LR,18,2,4.673700863,10,6,0.986551647,6,4,3.947983516,11,0,0.983888413,4,5,2.653890301,20,0,2.932962616,16,0,2.316408041,15,3,4.088563023,15,2,1.12026109,13,4,3.55050116,19,1,1.417451092,15,6,4.18161485,10,3,4.343993203,14,1,4.393858419,13,3,2.058662859
AdaBoostR2_LR,8,3,1.846634653,14,5,0.856644901,10,4,0.892964184,15,2,2.923996459,14,0,3.60721815,11,1,2.349463376,2,6,4.493810685,7,6,0.248529767,14,4,1.625586551,13,4,2.467239769,10,1,0.436764148,4,6,0.985896346,18,4,3.049130254,9,0,2.732259343,12,5,3.296951321
AdaBoostR2_LR,18,3,4.596304847,5,6,4.536406097,3,3,3.362482446,5,4,2.031225286,5,2,3.760841889,4,0,1.295046283,13,2,3.766978792,14,6,4.025434855,15,4,1.527744686,19,4,2.966365754,19,6,4.24477389,2,5,2.657537968,8,5,2.072687018,18,1,4.076416963,16,3,3.003065412
AdaBoostR2_LR,12,2,3.202800438,12,5,3.156919748,11,3,1.728435714,11,0,3.938328929,6,4,4.361218893,15,6,1.20949113,20,2,0.198736456,14,1,3.321330228,10,4,1.350513229,17,3,0.891325561,15,5,4.239728613,14,3,2.071315757,16,3,2.965008059,19,1,4.519805403,1,2,3.546656517
AdaBoostR2_LR,4,1,0.539161838,10,0,2.272714606,10,5,2.613958119,19,4,3.232718957,14,1,3.916786402,2,6,4.971427271,6,5,3.459416875,16,5,2.390124637,15,6,4.162853788,12,6,1.191173856,7,3,4.149277613,8,4,3.790283071,4,0,3.119775831,16,2,1.931364302,15,1,3.14397393
AdaBoostR2_LR,18,3,3.747003869,6,5,2.02415715,6,3,2.107234358,12,6,1.87525848,6,5,4.563029694,14,2,2.250651655,8,6,4.122097237,3,2,3.503913577,15,2,3.538945507,17,6,3.957335834,13,3,2.317077361,19,5,0.786759651,16,3,2.516220386,1,2,3.528571789,6,2,0.674384161
AdaBoostR2_LR,17,6,4.806648217,3,3,4.682137326,11,3,4.165782074,1,5,3.037595465,6,6,1.05099453,14,1,3.676294505,19,2,4.631092567,5,6,2.28635597,13,6,0.106458815,8,1,4.116931273,6,6,4.972539288,12,4,1.68787252,16,2,3.473597667,1,3,4.084975093,6,2,2.117410648
AdaBoostR2_LR,10,4,3.071051352,17,6,4.45244029,6,2,0.564959782,7,0,0.453171672,12,2,3.769852446,4,1,4.913989841,20,2,0.57511402,12,2,3.773583464,19,5,3.357185417,4,4,2.666349636,10,1,0.48485681,15,6,1.055196966,3,6,2.169927147,2,4,4.681151057,14,0,0.861241626
AdaBoostR2_LR,9,4,2.220393754,9,3,4.916582601,5,2,1.20813374,16,5,0.844518835,15,5,3.063306581,16,1,1.093092719,19,2,2.320762792,8,3,1.109759345,18,4,0.659869561,19,0,2.873374305,4,3,4.193008141,17,2,3.926333444,17,3,1.520599999,13,3,2.560185597,2,2,0.684200523
AdaBoostR2_LR,1,4,4.578068694,10,6,1.778747076,5,4,0.184552068,19,2,3.319823885,11,2,1.683320067,15,4,2.300298079,11,4,4.17938142,3,4,4.327758608,20,2,4.705436038,11,5,3.559806798,19,1,2.285789979,6,6,0.848303217,15,4,2.236455549,5,0,0.453229664,11,6,0.641919166
AdaBoostR2_LR,19,5,2.463832911,14,3,0.986040886,8,6,2.345293875,18,4,3.368160041,16,3,4.636064258,1,3,0.690274636,13,0,1.5791118,1,6,3.289260065,7,4,0.494867679,6,1,4.141943385,5,1,4.163784434,19,1,2.05531576,15,1,1.262013072,12,4,1.345581774,20,4,3.57250228
AdaBoostR2_LR,13,4,2.922044817,10,6,4.797692924,11,4,1.782698356,6,3,3.276003947,9,5,2.205179837,19,0,4.03694321,13,3,2.988748653,14,4,2.63930341,14,6,3.718235078,15,4,3.792575833,10,6,1.067405209,18,4,1.535356747,9,3,4.957450453,3,1,2.371454701,3,5,2.461987222
AdaBoostR2_LR,14,5,0.6319021,10,4,2.959095785,2,4,3.575530041,6,5,1.817445313,7,3,2.913597719,13,3,0.402090966,7,6,2.118359326,20,2,4.987769092,1,6,4.529887028,10,2,2.925179536,18,5,4.82154688,17,3,4.336376667,14,1,3.208575607,8,3,2.991015813,18,3,2.13899355
AdaBoostR2_LR,19,5,3.333922458,5,2,2.63170332,8,6,1.649860168,15,2,4.635832649,18,3,1.665970302,17,3,1.080902293,8,6,2.960625596,4,5,3.442242183,3,6,0.456187836,11,3,2.597075946,12,2,0.319683299,7,3,0.507257474,15,4,1.80768378,16,2,2.687949213,12,4,4.108511527
AdaBoostR2_LR,4,5,0.864978865,11,0,4.735469003,16,0,3.859737566,16,5,0.524630854,7,4,2.747702373,9,1,0.431871915,4,5,2.938525005,6,4,3.973164897,14,5,2.497973896,10,2,1.116115886,1,3,2.373627839,12,1,2.827738768,6,3,4.950973899,10,5,2.547067156,15,4,1.143626388
AdaBoostR2_LR,8,6,4.176966759,19,5,0.215133294,16,2,3.482949626,5,3,3.789220385,6,5,3.252860987,6,4,3.763855877,14,4,2.276153659,20,1,1.993048718,16,0,1.531480229,9,5,0.742134996,4,2,2.714512577,10,1,1.28672805,6,1,2.007079025,10,0,3.52506574,7,5,0.942451331
AdaBoostR2_LR,17,4,2.834102383,5,5,4.459902686,10,4,1.571115854,1,4,2.584825299,2,1,0.143639952,20,5,3.482651721,3,3,4.968602812,6,3,1.556755983,20,3,3.547098143,18,5,1.641865284,9,2,4.661326108,14,3,4.333680456,9,2,4.555363362,9,2,3.746796887,7,6,4.892607343
