,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
AdaBoostR2_LR,8,5,1.723283213,14,1,2.298040012,2,6,3.211955521,6,4,1.036729963,13,2,1.919327058,8,5,2.397473695,10,2,2.829886659,18,4,3.472849752,13,4,4.108863896,7,1,3.279336028,6,6,0.775873668,17,2,1.7697281,6,4,1.157040895,9,6,4.311145769,14,3,1.975797242
AdaBoostR2_LR,16,2,1.200927203,11,5,0.510787833,18,0,1.496291524,6,2,3.76801109,15,3,4.342141104,4,3,2.191557466,2,5,1.427535473,11,3,3.798419551,12,6,2.979450193,12,3,4.333895616,5,3,0.117832133,11,5,2.221220347,17,2,2.647664806,17,2,3.278355333,13,6,3.747739122
AdaBoostR2_LR,15,2,1.31901393,6,3,2.056392042,1,6,2.620567479,16,0,4.48605103,14,5,3.765051212,20,3,4.609152689,14,6,4.109771055,15,6,1.993392234,14,5,3.956164811,10,2,1.484414208,10,0,4.129864391,11,0,4.442536834,5,5,4.789065904,2,2,4.251604869,17,2,0.316812062
AdaBoostR2_LR,18,0,1.900977921,13,3,1.402912324,12,4,1.569712957,3,1,0.617333738,13,5,1.811431663,3,0,0.884551051,3,1,3.035642816,18,3,4.172167298,1,2,2.695936352,18,6,0.49704658,8,5,2.079055223,4,5,4.019458368,15,6,0.706514253,6,6,4.006931399,2,5,3.587742571
AdaBoostR2_LR,5,5,2.505252596,17,4,1.136410967,2,4,0.241451304,5,6,2.658403341,11,6,3.116541881,3,1,4.549963831,15,3,4.157724133,1,6,2.456389161,11,2,2.601646461,9,2,4.848144131,1,0,3.515939053,3,3,2.138995616,9,3,2.791797256,13,1,4.233595939,10,5,4.686936093
AdaBoostR2_LR,6,5,2.007312715,10,4,2.316548796,18,2,0.802753169,19,3,2.237888433,5,6,2.166064433,4,1,0.438769106,3,2,3.022516305,2,5,0.889767616,14,5,2.302263509,7,6,4.083430425,16,1,3.735519293,8,4,4.492072284,13,6,0.74947019,10,4,0.923223087,6,6,3.263038788
AdaBoostR2_LR,17,5,4.468222213,10,3,4.409958893,10,4,3.508426253,17,5,1.409960125,3,1,4.894062927,3,1,0.866905857,20,6,3.087496782,13,6,2.853599919,17,3,4.625947539,14,6,3.048247967,18,3,3.393379048,15,4,3.558508081,3,4,2.274504864,13,3,0.810856621,20,2,2.209492068
AdaBoostR2_DTR,8,5,1.407306778,9,3,4.468698835,8,2,0.177108891,18,6,1.558061694,14,6,2.670861724,6,5,2.205696777,16,3,3.398076262,11,4,4.251738223,2,2,0.963397083,17,5,3.096273777,3,4,4.913247682,6,1,1.797220159,18,6,4.928256901,15,6,0.125465863,17,1,4.8553745
AdaBoostR2_DTR,14,6,4.963450346,14,5,0.832535204,13,3,0.846691798,17,5,1.23606706,12,5,2.215802699,5,5,3.746555061,12,6,2.155335657,19,5,3.980194795,2,3,4.284367607,14,3,2.237832959,19,5,0.225764068,16,6,3.153356869,3,2,0.554478034,18,4,1.019899719,19,3,3.922347716
AdaBoostR2_DTR,1,5,4.671458108,17,5,2.621144844,4,4,2.609055948,5,5,3.231387,5,3,4.519489446,1,3,4.193317256,9,6,4.691189128,9,4,0.649667835,18,6,1.540886381,5,5,4.862499129,18,5,2.701819611,13,5,2.669184411,9,4,4.130676591,14,5,0.493455924,12,5,4.165893186
AdaBoostR2_DTR,17,5,3.551028805,19,3,1.986110298,1,6,4.980485789,9,3,4.341600759,16,5,3.660131116,6,0,0.624577462,12,5,4.878762427,19,4,2.52994986,4,1,3.388738781,5,3,0.386457608,19,3,4.438738215,19,2,4.77998829,13,1,2.980121063,14,5,2.712561277,10,6,2.871760365
AdaBoostR2_DTR,12,5,3.802998548,12,5,4.614143218,14,0,0.633270483,18,4,4.542762843,16,5,1.580391648,4,3,0.367731674,12,3,2.237673554,12,6,3.59976447,16,6,1.676664271,5,3,0.975972524,18,3,2.570853973,5,5,3.688412167,9,4,1.887459286,20,4,0.449947246,17,4,4.103014313
AdaBoostR2_DTR,8,5,1.59695835,11,2,4.815444151,12,6,4.686001905,9,4,4.224934542,7,6,1.630498652,16,6,4.891053814,6,4,3.327243049,14,6,3.265758647,17,3,1.021110718,16,1,0.643774545,19,2,4.467495647,8,3,3.406978594,12,0,3.37180445,9,1,2.0415794,20,5,2.02001681
AdaBoostR2_DTR,1,2,0.583523266,10,6,2.956221577,4,5,1.936861014,20,5,3.844872585,14,1,4.580349797,14,4,0.142309882,3,1,4.979106326,5,4,2.972687948,4,5,1.578321697,10,6,3.590078629,16,4,1.361393178,16,3,1.233432286,20,3,2.036181328,16,5,1.108701297,12,6,2.909257371
AdaBoostR2_DTR,18,6,0.43003977,3,3,0.606243361,2,1,3.153085447,4,5,2.951786219,12,3,1.845383952,2,4,3.19409622,11,4,2.671296492,9,3,4.027839087,18,2,3.542604736,9,3,2.738546136,7,6,2.324764123,17,1,1.329686596,5,4,4.029099797,9,3,2.942316695,4,4,3.428097016
AdaBoostR2_DTR,10,4,1.928391078,4,3,1.121747929,1,4,3.439458703,19,5,4.973804995,13,5,2.831915889,12,3,1.979473401,9,3,4.868416552,7,1,1.804999224,8,0,3.298077445,4,2,2.838508745,9,6,0.764772183,15,5,2.948440265,18,5,0.174758803,11,4,3.921861664,10,6,3.297594792
AdaBoostR2_DTR,5,6,1.441115071,7,0,4.882384179,14,6,3.970024768,20,6,3.962695645,5,6,1.004339173,7,4,0.20697166,17,5,1.954060396,11,4,2.687646725,14,6,0.104433744,17,6,1.461427207,9,5,2.299116599,8,6,1.799644678,5,3,3.718944533,16,5,1.734969861,5,5,0.794402917
AdaBoostR2_DTR,18,6,2.089407429,18,5,2.680081121,8,2,3.857814241,8,6,3.959424517,12,4,3.097908613,4,5,4.435131867,5,6,2.585446459,11,6,3.088566249,14,3,0.791296476,18,4,3.263905802,5,5,2.214226956,11,2,1.704322365,20,5,2.107530255,11,4,0.985062972,8,5,3.819980092
AdaBoostR2_DTR,3,4,1.27758176,7,4,2.945273846,6,1,0.846410305,20,5,0.625447599,9,3,0.822011662,15,4,1.242786901,13,4,4.299783276,8,4,4.605461082,14,6,1.615613962,18,6,2.50803518,17,1,4.121742392,13,5,3.994149591,17,2,2.821564563,20,4,4.048241007,11,6,2.327526099
AdaBoostR2_DTR,16,6,1.162642947,12,5,3.336442273,2,3,3.728398184,20,6,4.445330852,2,2,2.516306763,11,4,2.972564122,20,2,1.28770777,13,5,4.21380229,14,6,0.117641238,3,6,1.800087001,8,5,0.271269357,6,6,3.541047716,4,4,1.51898949,3,2,3.248802818,4,4,3.052956832
AdaBoostR2_DTR,13,4,2.649435844,15,3,1.482546988,11,5,1.95440905,7,4,4.956691743,6,6,1.609493739,4,5,3.051951563,10,2,3.473436474,7,5,4.031998462,13,5,3.700632423,4,3,2.547776859,10,3,1.449741521,20,5,4.759971015,16,3,2.318758804,7,6,1.813278438,11,5,1.32462778
AdaBoostR2_DTR,12,6,1.52872673,9,6,2.08405242,6,1,2.700567554,15,4,4.851643429,17,6,3.200875225,10,6,0.432428752,18,6,2.646343756,20,3,3.704347589,10,0,1.196928538,20,4,1.691988049,9,4,0.977056949,14,3,1.477110679,14,4,1.338949583,19,4,0.980290938,9,6,1.791921094
AdaBoostR2_DTR,16,1,4.625624615,17,3,2.859818118,3,1,1.101605687,10,4,2.287135059,5,4,2.016298327,1,2,1.143145038,17,4,1.622152525,10,6,3.954459263,3,6,0.817837616,16,3,0.695228063,3,4,2.723953019,8,2,4.992048214,1,1,1.71594651,17,6,4.445209757,4,3,3.067098787
AdaBoostR2_DTR,11,3,2.911073885,11,2,4.792058931,9,3,4.191884072,16,4,2.327177179,4,0,4.953264136,7,2,4.833532672,14,5,4.57820932,20,6,4.466343423,8,5,1.200399491,13,3,0.497828925,13,3,4.029477785,11,5,3.285012696,17,0,4.872106588,4,6,4.023674362,15,4,3.775729121
AdaBoostR2_DTR,6,5,0.4833589,11,6,2.175453854,3,6,4.262340489,17,4,2.29172169,13,5,4.708492583,14,2,3.648323526,16,1,4.911321083,12,4,1.640980523,20,0,0.615148924,7,2,0.727792136,16,2,0.762351515,5,5,2.284669691,11,5,1.497295027,13,3,4.144188531,14,4,0.226629641
AdaBoostR2_DTR,14,3,1.100139629,3,3,3.554832672,13,0,3.899435579,19,5,2.43352063,7,6,1.255643089,7,4,3.682218665,20,6,2.067212828,6,5,2.243707038,17,5,2.01913238,9,4,3.382382417,14,5,3.970115431,8,1,0.472187584,19,6,1.487664254,9,1,1.457311395,17,6,0.371621015
AdaBoostR2_DTR,4,6,1.05082803,10,1,0.996171211,20,0,3.955722768,11,6,3.93641549,17,2,2.256254063,17,5,4.075427308,12,2,1.474696431,10,5,4.861019834,13,4,0.545548822,16,3,2.835321212,11,6,0.813557376,8,0,2.101952052,9,2,0.992381783,16,6,0.428957151,12,6,4.05214122
AdaBoostR2_DTR,16,6,3.860970278,18,3,3.108777653,4,4,4.414257199,3,1,1.387755686,10,6,3.18237141,15,6,1.929794103,14,5,0.607776895,10,6,1.371644051,6,6,4.342839617,19,6,2.956561316,11,5,3.00806703,2,6,3.441739087,7,2,3.944844449,15,5,2.269578202,13,2,3.322982477
AdaBoostR2_DTR,16,6,4.950881833,10,5,1.345088461,17,5,0.122675699,12,5,0.687635862,11,0,4.088558479,18,4,2.58839295,18,6,1.613523224,13,6,2.728120055,7,3,0.90493154,9,4,4.970954891,12,4,2.907811359,11,4,3.386968144,14,1,3.398089052,7,4,3.450889465,20,3,4.329602727
AdaBoostR2_DTR,7,5,1.791789292,7,3,1.383433321,20,2,0.416057612,11,4,3.237218093,16,6,3.356874804,9,1,4.255271442,15,5,0.485269969,4,5,4.166130348,12,5,0.778798642,8,5,0.191060265,3,5,3.697667304,11,6,3.77619772,5,4,2.431316616,5,5,0.840691297,8,4,4.148313109
AdaBoostR2_DTR,19,3,0.594525738,15,6,4.316260422,9,3,2.895906215,15,4,1.680495804,14,3,1.096203732,15,6,3.685979858,16,5,0.826684514,20,6,2.765876552,8,3,3.777979403,7,2,3.840109027,12,6,2.229096381,20,5,3.861117857,12,1,1.015787017,2,6,2.175790275,7,6,0.922651644
AdaBoostR2_DTR,17,5,0.285818715,19,4,2.974402829,11,2,3.100188113,13,4,0.36644173,19,2,3.833628453,9,6,0.165207512,10,5,2.165743782,2,2,2.411807116,10,3,1.755599194,4,5,1.264637231,16,6,2.326548697,20,4,1.115718202,14,2,3.268841699,19,1,3.193262241,19,5,2.933117624
AdaBoostR2_BRR,6,3,0.278448052,2,5,2.331639574,7,6,3.646901183,3,3,3.114831604,20,0,2.328898509,14,4,1.43493002,3,4,3.814800945,1,0,4.840233635,19,6,4.873481399,1,2,1.579786926,7,3,2.241569591,5,0,1.77914764,20,5,2.247440351,12,2,2.084788285,6,4,2.192990737
AdaBoostR2_BRR,11,3,3.989822026,10,4,3.604012231,13,2,3.79503276,12,2,1.67276163,18,6,1.267896948,7,5,2.911419606,15,2,1.482148866,14,4,3.017485382,4,0,3.420388496,10,0,4.284813351,13,0,3.187361622,1,3,4.471271623,15,6,3.435155961,12,1,2.573568481,4,4,3.385440454
AdaBoostR2_BRR,19,3,1.376040992,7,4,4.115102269,8,6,1.345975998,16,3,3.252880111,12,2,1.299114991,3,4,2.26506544,8,5,2.748883483,18,2,2.94036542,13,3,4.175330476,17,6,0.745905513,12,0,1.292890581,5,3,4.952148919,2,6,1.077333613,8,6,2.941947923,15,2,0.260590654
AdaBoostR2_BRR,17,6,3.449651331,8,5,2.857162039,12,0,4.572367234,8,1,1.94704703,12,3,1.265788701,3,1,1.110982729,9,5,4.133593098,3,6,3.376806948,19,6,0.706206923,6,4,0.750595709,18,3,1.074184825,12,3,1.653815102,8,1,2.400472637,3,5,0.579119268,6,1,4.226441863
AdaBoostR2_BRR,4,4,2.030032362,13,4,3.865330253,3,2,2.231977491,9,3,4.251082531,9,0,1.654697892,5,3,4.990407238,19,4,1.677922931,12,6,3.482210839,7,2,1.01741494,10,3,1.187494921,14,5,4.035545658,13,1,4.993829938,14,2,3.854575868,4,0,3.576551152,20,2,1.974014213
AdaBoostR2_BRR,7,1,0.16934592,10,5,4.684393628,14,0,1.298499656,12,5,1.153794907,5,2,3.701155896,16,5,1.39278128,10,3,4.253119391,20,5,3.317633937,17,4,3.70946724,3,6,4.907647896,7,5,4.935381612,8,0,2.656548138,13,0,0.685395408,16,2,1.828637987,8,3,1.120959342
AdaBoostR2_BRR,9,6,0.163220163,18,3,0.979032353,7,6,4.678194465,2,6,3.721389347,8,3,2.167423276,18,3,1.458015803,8,2,2.819299696,14,3,3.080756687,14,4,2.558039713,16,4,0.124002943,14,3,1.624787683,7,5,3.285587328,5,0,3.164007738,10,5,0.85712832,13,6,3.469894073
AdaBoostR2_BRR,11,5,3.589495174,19,6,3.43968761,16,5,0.127707755,10,6,2.741039554,20,5,3.146790745,18,1,1.808419322,19,5,4.391705964,15,4,0.88256098,5,5,3.138582928,3,4,0.934485896,17,4,2.337500842,10,3,0.693094819,14,2,4.743762356,2,1,0.49282404,16,2,4.723203502
AdaBoostR2_BRR,7,2,0.238567235,15,6,2.580712426,1,2,3.697146164,7,2,0.501433009,5,4,1.818484138,9,4,3.243445605,4,3,3.864663053,10,0,2.632130065,20,1,0.565606772,20,6,3.156946342,13,5,3.370990024,5,3,0.8200981,2,6,3.319977593,13,1,1.306358281,12,2,3.015629817
AdaBoostR2_BRR,19,6,4.840700895,19,3,1.845701626,16,1,3.538677593,16,3,0.399563538,19,4,1.883386159,15,0,1.010940376,4,5,3.920668767,5,4,3.580209276,11,3,2.747723275,4,1,4.130598264,12,4,3.708706532,18,0,0.581303605,8,3,0.737950213,1,3,0.733555434,7,3,1.705849805
AdaBoostR2_BRR,17,6,3.686651888,14,3,0.859761987,7,0,4.463178126,9,5,4.799252792,8,5,0.908691897,12,4,0.710209611,14,6,4.032870556,19,6,3.503207408,13,2,4.324395632,9,5,4.563289688,4,5,3.268318973,19,5,0.595549528,19,2,2.922767496,15,6,2.487567956,7,3,3.255121774
AdaBoostR2_BRR,19,4,2.340812872,13,2,3.158413484,2,1,3.571176957,18,3,1.596349469,2,5,4.947461025,8,4,0.192572824,7,4,1.759535766,3,0,4.504074932,12,0,4.976201295,5,1,3.409629629,10,4,2.616996359,7,5,0.800532958,1,0,1.137277723,9,2,2.120667205,13,3,3.2980914
AdaBoostR2_BRR,11,3,1.588414666,10,4,0.447077708,3,1,3.016469989,14,5,0.846261031,4,3,2.183969771,10,0,1.156800552,15,1,1.129981786,2,2,4.771613247,7,6,1.134905999,14,4,4.82300768,2,3,2.048090752,4,1,3.7481286,12,5,3.181434315,13,3,1.122647641,18,4,2.268382366
AdaBoostR2_BRR,6,0,3.141175759,9,1,1.57501999,13,1,4.460937309,17,4,0.492368636,4,5,0.254862514,12,5,1.789788509,14,5,2.979322161,16,2,2.415833033,4,5,1.654128854,16,5,4.514214612,8,4,1.428109799,11,1,4.884928209,8,5,2.982206673,7,1,4.590544334,5,4,0.151614886
AdaBoostR2_BRR,7,5,1.692389293,9,4,1.195022108,13,2,3.300881083,4,3,4.393321687,11,6,2.244176325,16,0,1.328806145,16,4,0.375880825,3,5,1.934709788,18,4,0.866418571,7,2,2.715654434,3,3,4.507910832,19,0,3.320005152,8,1,1.357555323,4,6,1.876101749,2,6,4.471855265
AdaBoostR2_BRR,9,3,4.188321443,5,5,0.484392545,20,2,0.527250945,13,2,4.802992001,15,4,2.150653826,6,5,1.576219117,6,6,2.067049121,4,3,3.494406422,19,3,3.820728253,11,4,3.090765154,14,4,3.22755313,18,3,3.731067028,18,5,4.431871131,14,3,3.151487065,6,1,3.691446022
AdaBoostR2_BRR,20,4,2.256723664,15,3,2.44642026,4,6,0.170951368,5,0,4.120799899,19,2,0.105748729,19,4,1.742172391,17,3,4.046562712,1,5,4.122566848,4,6,4.104698127,20,1,0.941042909,2,3,1.01676719,6,3,2.308228096,20,2,0.9946515,13,4,1.532577075,10,5,2.160364902
AdaBoostR2_BRR,11,6,2.638318725,10,3,2.864307615,11,0,0.413256457,14,6,2.575790155,9,0,4.008473425,14,0,3.405828994,11,3,0.142176948,4,1,1.691942859,11,4,4.134164168,9,0,3.689490451,15,2,2.996213841,1,4,2.121624639,8,6,3.293707222,7,2,0.17952149,12,4,2.815335921
AdaBoostR2_BRR,12,2,1.821788588,16,2,3.98330907,16,0,3.324767398,11,5,4.802682728,1,3,4.546724099,5,1,0.896316688,11,4,0.893016289,14,1,3.531131626,7,5,2.463969817,20,1,0.628944925,4,3,1.388549267,7,6,2.540534552,1,1,0.52424207,7,5,3.774543857,20,3,2.847063586
AdaBoostR2_BRR,16,0,0.328640179,12,4,1.786469864,14,6,0.319454804,7,2,2.409261827,16,6,2.955944135,14,3,1.167731147,19,6,4.983693291,19,0,0.190515934,5,5,1.076292579,15,3,3.190751577,15,1,3.596219422,20,4,2.382608162,15,3,3.975025997,12,4,2.805083257,8,6,4.67172754
AdaBoostR2_BRR,11,6,2.134590798,8,4,0.613557508,2,2,2.322123769,7,6,3.09710899,6,0,0.425207907,16,0,1.85615252,7,4,1.429179003,20,5,2.725752011,7,3,0.772652504,14,4,3.018735226,7,4,2.518832999,8,2,1.000369642,16,5,2.152753558,8,0,0.269238091,19,3,2.858474663
AdaBoostR2_BRR,15,0,0.550840088,11,6,4.903567639,15,5,4.862782788,3,5,0.32223325,5,5,2.925736077,5,4,2.476883326,13,4,4.666391036,10,5,3.333356599,9,5,3.745446489,10,6,3.224645183,14,5,4.519348131,5,0,4.141442525,16,2,0.569549767,3,1,2.362396244,17,2,2.290082458
AdaBoostR2_BRR,8,3,4.769773318,9,3,4.406440195,4,4,2.683923883,15,4,4.549646296,3,3,1.015659458,15,1,1.48558225,17,4,2.58558836,6,2,2.081933891,16,4,4.804354479,17,5,3.552761172,15,1,0.7452464,12,0,3.28567012,13,1,3.784363397,19,2,1.674787111,2,2,2.000903557
AdaBoostR2_BRR,5,3,0.710278735,13,5,3.077198603,11,2,4.691728724,9,6,4.375401567,11,2,4.916316573,15,1,1.977445201,15,2,2.181331766,10,2,1.940644666,13,1,3.153308382,8,4,3.287690469,9,1,1.326586033,6,5,1.671674297,1,5,4.3428809,4,4,4.167518521,11,4,0.425948165
AdaBoostR2_BRR,5,5,4.103637815,17,4,0.479252718,2,3,4.677056147,17,4,3.727638092,14,3,2.974215104,7,2,2.451975217,15,4,4.418487681,11,1,3.443330812,10,1,0.766152052,3,1,3.56381543,19,2,2.398309338,19,6,0.682488034,19,1,4.082393144,4,3,1.551975142,13,6,2.569572304
CBS_D,7,4,0.414802822,20,6,3.718353542,9,6,2.860718925,9,6,4.896304949,12,5,2.02418643,5,4,4.927999319,5,4,3.610060548,8,6,4.759061318,3,5,0.751690791,8,6,4.340987146,16,2,3.365617273,10,4,2.47472636,19,1,3.951914759,1,6,3.664237572,12,4,2.486219217
CBS_D,3,5,1.900602863,12,4,3.184656935,19,5,2.668153258,2,5,2.237754519,8,5,0.763371176,10,6,1.07082879,20,4,4.597328013,3,5,2.964937647,4,2,2.517032975,1,5,4.870543609,12,1,1.245995021,9,5,0.847139768,8,5,4.448664734,2,6,4.616314788,5,4,3.659884438
CBS_D,5,5,3.906836069,4,6,1.032505413,11,6,0.678016035,9,6,2.50206156,16,6,2.307868681,5,5,2.089868621,14,5,3.032498456,8,5,3.295416251,8,2,4.641210994,18,6,2.798605196,9,1,0.868381521,12,5,0.276463536,17,2,2.158502213,20,5,4.938412247,15,6,1.887939209
CBS_D,1,6,4.330387466,17,5,1.933631873,4,4,4.660792424,12,6,3.412647031,2,5,3.428710095,6,6,3.694274187,6,3,4.90482969,13,6,2.837686088,6,3,0.126337777,17,6,1.028722553,14,5,4.120685505,1,6,1.13874477,13,4,0.514113568,1,2,3.610189864,2,6,3.994632274
CBS_D,7,4,3.271201206,7,6,0.657199541,8,2,2.65570156,9,5,2.474131038,19,5,3.128357321,12,6,3.467702988,7,6,3.740700048,6,6,3.167837391,14,5,0.85976531,12,3,2.559945526,9,3,4.192540783,11,6,3.216482593,20,6,4.042828396,18,1,3.703678866,20,6,2.665665836
CBS_D,19,5,1.601725236,1,6,2.160621417,5,3,1.615118839,13,6,1.190188331,12,6,4.617975564,11,6,2.276060283,9,4,3.349277962,17,3,2.435993896,10,5,0.987004502,18,6,4.669012913,8,4,2.073406361,6,5,3.221541906,10,6,2.248296429,11,4,2.841467839,5,6,2.17496799
CBS_D,16,2,2.937664346,10,5,1.80743077,8,3,4.372435078,20,6,4.407702963,14,5,0.5499965,6,6,2.358359129,12,3,0.886036691,18,6,2.866791258,17,6,2.728861606,6,5,2.03314097,14,3,2.692312782,8,6,3.39469777,10,6,1.190438192,12,5,0.310123942,5,6,1.964529516
CBS_D,8,4,3.264019986,15,6,1.996682444,2,3,2.981821598,4,5,0.333408342,11,6,4.434709507,6,4,3.232744655,15,6,0.768585116,16,6,2.24086453,8,4,4.198348354,7,4,4.682535272,11,5,0.435088359,7,5,2.973653037,9,1,2.069182766,13,5,3.518549091,9,6,0.566603007
CBS_D,11,4,1.28261704,12,6,1.91582879,19,3,1.681508802,1,5,3.142006358,17,5,3.268527904,6,6,3.600718179,8,6,3.460541589,11,4,3.914852896,16,1,2.876043952,8,1,2.649449021,2,4,0.515041955,20,2,0.418732969,1,5,0.578772697,13,4,4.534161045,18,3,3.230863331
CBS_D,12,4,3.871564269,13,5,3.979595743,13,3,4.827886396,9,6,0.766468989,20,5,4.157719875,8,4,1.344056582,13,6,3.214934833,3,6,2.245183352,19,2,3.614338975,13,2,3.776127391,15,2,3.820188934,20,6,2.298492016,10,5,0.282851034,17,3,2.462037025,8,6,4.62528157
CBS_D,13,3,1.863945462,7,6,1.881905923,17,4,2.381658759,11,4,1.852027346,8,4,3.432279268,11,6,3.066797852,15,4,1.431010172,8,3,2.372471375,20,3,4.886915164,17,5,4.775924046,13,4,2.895313543,10,2,3.267776354,8,5,0.149785072,19,4,2.949104491,3,3,1.58224142
CBS_D,15,6,2.407322894,17,5,0.137482903,10,5,3.92456626,8,6,0.805080016,14,6,2.918774165,7,4,4.316252166,9,5,3.919884129,1,5,4.820513527,7,3,3.649926496,11,1,4.137022026,1,2,0.763177581,12,5,3.163509571,13,6,2.094561129,14,2,4.995163034,13,2,0.571236927
CBS_D,17,5,0.298919295,4,5,3.845719654,18,3,1.560414837,14,6,2.783771371,1,6,4.150106095,2,6,0.87718736,7,4,2.240044253,7,3,3.461891321,5,4,2.89550019,19,5,3.946925325,1,4,2.433151785,18,6,0.172591266,20,6,1.650725858,6,6,2.273847447,14,5,2.204314907
CBS_D,5,5,3.523556292,11,4,1.108752388,1,5,3.070677756,8,5,0.536947417,12,4,3.440333337,19,6,1.673495647,5,6,1.753591482,13,5,3.376483057,6,3,3.357603578,8,6,1.096915511,19,6,1.621433485,1,5,2.278931521,17,3,2.118540986,3,5,3.062680891,12,4,1.193760374
CBS_D,11,6,1.928762641,11,6,0.66954062,3,1,2.441987365,11,5,2.165253801,8,3,2.948885892,7,5,1.543117993,10,2,4.014419825,11,6,4.958645877,14,6,3.093973676,14,6,4.375112787,15,2,2.571280174,6,5,3.88676132,4,6,1.524729917,6,6,4.130812913,17,6,3.82957035
CBS_D,10,3,2.884786543,11,5,3.974148509,15,5,4.540440295,8,6,3.01964412,3,6,0.622028223,10,3,2.198601451,7,6,4.353553791,11,2,4.747944503,11,6,1.034941965,8,6,2.132404191,15,2,3.201745674,5,4,3.393674818,18,4,1.073890155,15,6,2.404056215,8,5,3.320969432
CBS_D,7,6,3.78799273,17,3,2.992450329,1,2,4.81379561,9,6,1.866981976,18,5,0.761779362,11,6,3.930149803,16,6,0.830088484,10,4,1.603299442,14,1,4.294647172,11,4,2.69662115,17,2,2.583305555,17,6,0.585722714,7,5,4.881002694,20,6,0.780323329,18,4,2.665111694
CBS_D,4,6,2.271794716,12,5,3.252393478,10,3,2.14763031,8,5,0.291966997,11,5,0.177178217,11,6,2.255669233,11,6,4.092655454,7,2,2.461315432,9,5,4.482502435,11,5,4.436255079,19,5,3.039935031,12,3,2.407629009,18,5,2.375080915,3,5,1.318421022,2,5,0.971209505
CBS_D,7,6,1.549229454,13,4,0.958369327,18,6,2.996710556,7,6,0.666943157,1,6,3.891039417,16,6,3.65806514,15,6,3.978687084,15,5,3.529637477,8,4,0.504295937,10,6,3.616449488,1,3,2.414854417,8,5,4.283330537,8,4,0.63297459,14,4,3.631702262,12,6,4.931326823
CBS_D,18,6,0.608948261,19,6,3.738798617,14,2,0.519761564,4,4,1.949521208,3,5,2.85113363,1,5,4.315306727,12,6,0.97339564,10,4,0.982365785,2,0,3.340675697,12,5,2.59935803,20,6,2.207218294,2,6,3.472013018,7,6,0.434130411,7,5,1.094171923,14,4,4.7945687
CBS_D,10,6,4.869339999,9,5,1.462197762,9,3,2.012516035,11,3,4.9301063,19,5,0.24441116,6,6,3.006353085,6,5,2.866093142,14,6,1.260060034,20,4,2.458046131,16,5,3.157713589,5,1,3.995877709,11,5,1.803738242,4,4,2.617889713,17,4,3.756619617,12,1,0.410402598
CBS_D,9,6,1.874720035,13,6,2.957618104,13,5,2.19900026,8,6,1.028929001,15,6,3.048483383,18,6,1.339573122,7,5,3.362044483,12,5,0.746428141,2,4,3.067778612,14,6,4.601787296,19,5,0.628338599,4,5,1.686968995,5,6,0.321507914,16,5,4.10799313,14,3,0.253156974
CBS_D,8,6,3.73608553,15,4,0.386828668,6,2,1.231010779,9,6,1.524792842,16,6,3.244271872,17,5,1.057208613,4,3,2.255202022,6,6,0.204060738,5,4,0.950640683,5,4,3.154180155,18,0,4.932319479,19,6,0.899179348,2,5,3.341085552,14,3,2.414357848,18,5,1.445018947
CBS_D,5,3,3.336558827,12,4,1.006878348,6,3,3.752632618,4,6,3.362586102,20,5,1.246746766,5,6,4.793797947,15,3,2.197827673,12,5,1.839057848,17,3,2.299861125,6,3,0.998519878,16,6,3.523195013,12,4,1.73117798,17,5,4.145804236,17,6,3.164904874,14,3,2.012024752
CBS_D,16,6,2.333876821,4,6,1.261408544,3,2,1.59966058,17,6,4.657805904,15,5,3.730014345,3,6,1.65608369,11,4,3.891787994,19,5,1.659298531,3,0,3.34071271,15,6,4.965331092,6,0,2.554353715,2,4,2.370284759,18,5,2.603896502,8,1,1.867864244,6,4,2.974429153
CBS_A,6,1,2.491616033,12,0,1.16016008,15,1,2.676773832,11,4,2.959853897,15,3,3.246483564,18,1,1.256448616,6,2,2.89782525,4,4,0.276420509,7,2,4.6473249,17,2,2.30762887,5,1,0.180593393,16,0,4.676803305,6,3,2.569264458,15,5,4.768697436,5,1,2.74155744
CBS_A,9,2,3.725093628,14,2,3.573170919,9,2,2.144272361,9,4,2.100032139,15,4,2.570621278,3,1,3.363725173,11,4,3.814114573,13,4,4.342815134,9,0,2.926866608,19,2,1.858417041,12,2,1.068223564,20,3,4.343999184,18,3,2.039190407,6,2,3.376690701,11,1,3.47608777
